,Taxonomy,Country,Cumulative_Count,Count
63784,Staphylococcus phage phiSa2wa_st59,Australia,72,72
63785,Staphylococcus phage phiSa2wa_st72,Australia,76,76
63786,Staphylococcus phage phiSa2wa_st80,Australia,67,67
63787,Staphylococcus phage phiSa2wa_st93,Australia,67,67
63788,Staphylococcus phage phiSa2wa_st93mssa,Australia,71,71
63789,Staphylococcus phage qdsa001,China,199,199
63790,Staphylococcus phage qdsa002,China,231,231
63791,Staphylococcus phage vBSM-A1,China,213,213
63792,Staphylococcus phage vBSP-A2,China,205,205
63793,Staphylococcus phage vB_SarS_BM31,China,65,65
63794,Staphylococcus phage vB_Sau-RP15,Thailand,191,191
63795,Staphylococcus phage vB_SauH_DELF3,Iran,177,177
63796,Staphylococcus phage vB_SauH_IME522,China,223,223
63797,Staphylococcus phage vB_SauH_SAP1,China,226,226
63798,Staphylococcus phage vB_SauM-UFV_DC4,Brazil,261,261
63799,Staphylococcus phage vB_SauP-436A1,Russia,21,21
63800,Staphylococcus phage vB_SauP_EBHT,Germany,40,40
63801,Staphylococcus phage vB_SauS_IMEP5,China,69,69
63802,Staphylococcus phage vB_Sau_P68,China,219,219
63803,Staphylococcus phage vB_ScoM-PSC1,South Korea,223,223
63804,Staphylococcus phage vB_SepM_BE04,Switzerland,208,208
63805,Staphylococcus phage vB_SepM_BE05,Switzerland,206,206
63806,Staphylococcus phage vB_SepM_BE06,Switzerland,200,200
63807,Staphylococcus phage vB_SepM_BE07,Switzerland,200,200
63808,Staphylococcus phage vB_SepM_BE08,Switzerland,200,200
63809,Staphylococcus phage vB_SepM_BE09,Switzerland,201,201
63810,Staphylococcus phage vB_SepP_BE03,Switzerland,20,20
63811,Staphylococcus phage vB_SepS_BE01,Switzerland,70,70
63812,Staphylococcus phage vB_SepS_BE02,Switzerland,140,140
63813,Staphylococcus phage vB_StaM_SA1,China,258,258
63814,Staphylococcus phage vB_StaphS-IVBph354,Switzerland,66,66
63815,Staphylococcus virus 15644,China,128,128
63816,Staphylococcus virus 23MRA,USA,132,132
63817,Staphylococcus virus 3AJ2017,Colombia,128,128
63818,Staphylococcus virus 3MRA,USA,132,132
63819,Staphylococcus virus Andhra,USA,40,40
63820,Staphylococcus virus B122,Czech Republic,136,136
63821,Staphylococcus virus B166,Czech Republic,128,128
63822,Staphylococcus virus B236,Czech Republic,134,134
63823,Staphylococcus virus BP39,Canada,40,40
63824,Staphylococcus virus BS1,China,400,400
63825,Staphylococcus virus BS2,China,418,418
63826,Staphylococcus virus CSA13,South Korea,36,36
63827,Staphylococcus virus G1,China,826,826
63828,Staphylococcus virus G1,Georgia,1690,864
63829,Staphylococcus virus G15,China,2,2
63830,Staphylococcus virus Henu2,China,124,124
63831,Staphylococcus virus JD7,China,434,434
63832,Staphylococcus virus JS02,China,134,134
63833,Staphylococcus virus LH1,Canada,114,114
63834,Staphylococcus virus P1105,Germany,138,138
63835,Staphylococcus virus P240,Germany,134,134
63836,Staphylococcus virus P282,Germany,136,136
63837,Staphylococcus virus P630,Germany,128,128
63838,Staphylococcus virus P954,India,138,138
63839,Staphylococcus virus Pabna,USA,42,42
63840,Staphylococcus virus QT1,Czech Republic,120,120
63841,Staphylococcus virus S25-4,Japan,368,368
63842,Staphylococcus virus S253,Japan,412,412
63843,Staphylococcus virus SA1014ruMSSAST7,Russia,128,128
63844,Staphylococcus virus SA11,South Korea,372,372
63845,Staphylococcus virus SA137ruMSSAST121PVL,Russia,128,128
63846,Staphylococcus virus SA345ruMSSAST8,Russia,128,128
63847,Staphylococcus virus SA75,South Korea,130,130
63848,Staphylococcus virus SA780ruMSSAST101,Russia,130,130
63849,Staphylococcus virus SAP2,South Korea,40,40
63850,Staphylococcus virus SEP1,Portugal,400,400
63851,Staphylococcus virus SEP9,Portugal,258,258
63852,Staphylococcus virus SLPW,China,40,40
63853,Staphylococcus virus Sebago,USA,140,140
63854,Staphylococcus virus Sextaec,USA,284,284
63855,Staphylococcus virus SpT152,United Kingdom,136,136
63856,Staphylococcus virus St134,Russia,42,42
63857,Staphylococcus virus Stau2,Taiwan,354,354
63858,Staphylococcus virus StauST398-1,France,138,138
63859,Staphylococcus virus StauST398-2,France,124,124
63860,Staphylococcus virus StauST398-3,France,138,138
63861,Staphylococcus virus UPMK2,Malaysia,124,124
63862,Staphylococcus virus WIS42,Poland,144,144
63863,Staphylococcus virus fPfSau02,Finland,136,136
63864,Staphylococcus virus pSp_SNUABM-J,South Korea,74,74
63865,Staphylococcus virus pSp_SNUABM-S,South Korea,74,74
63866,Staphylococcus virus phi2,Canada,122,122
63867,Staphylococcus virus phiJB,Czech Republic,140,140
63868,Staphylococcus virus phiMR11,Japan,1,1
63869,Staphylococcus virus st1,Australia,130,130
63870,Staphylococcus virus st121mssa,Australia,130,130
63871,Staphylococcus virus st22,Australia,106,106
63872,Staphylococcus virus st30,Australia,130,130
63873,Staphylococcus virus st5,Australia,154,154
63874,Staphylococcus virus st78,Australia,134,134
63875,Staphylococcus virus vB_SepS_27,United Kingdom,66,66
63876,Staphylococcus virus vB_SepS_456,Netherlands,68,68
63877,Staphylococcus virus vB_SepS_459,Netherlands,65,65
63878,Staphylococcus virus vB_SepS_48,Netherlands,68,68
63879,Staphylococcus virus vB_SepS_E72,Germany,71,71
63880,Stapleton virus,Australia,4,4
63881,Stappia phage SI01,China,50,50
63882,Starki virus,Russia,1,1
63883,Starling circovirus,New Zealand,4,4
63884,Starmerella bacillaris mitovirus 1,Italy,1,1
63885,Starmerella bacillaris totivirus 1,Italy,2,2
63886,Starry flounder rhabdovirus,USA,1,1
63887,Statovirus A,USA,98,98
63888,Statovirus A1,USA,2,2
63889,Statovirus A2,USA,2,2
63890,Statovirus A3,USA,2,2
63891,Statovirus B1,USA,2,2
63892,Statovirus C1,Malawi,2,2
63893,Statovirus D1,China,1,1
63894,Statovirus E1,USA,2,2
63895,Statovirus F1,USA,2,2
63896,Statovirus sp.,USA,20,20
63897,Statovirus sp.,Viet Nam,22,2
63898,Stavropol virus,Russia,21,21
63899,Steelhead trout orthomyxovirus-1,USA,10,10
63900,Stehlmavirus,USA,3,3
63901,Stehlmavirus lutihabitans,USA,3,3
63902,Stehnavirus,USA,12,12
63903,Stehnavirus chorenecus,USA,3,3
63904,Stehnavirus chorohabitans,USA,3,3
63905,Stehnavirus chorovicinum,USA,3,3
63906,Stehnavirus lutivicinum,USA,3,3
63907,Steinhofvirus,Australia,130,130
63908,Steinhofvirus,Cote d'Ivoire,303,173
63909,Steinhofvirus,France,425,122
63910,Steinhofvirus,Germany,559,134
63911,Steitzviridae,Austria,3,3
63912,Steitzviridae,Japan,85,82
63913,Steitzviridae,USA,1348,1263
63914,Stejneger's beaked whale gammaherpesvirus,Japan,1,1
63915,Steller sea lion astrovirus 1,USA,2,2
63916,Steller sea lion poxvirus,USA,2,2
63917,Steller sea lion vesivirus,USA,9,9
63918,Stemphylium lycopersici mycovirus,China,8,8
63919,Stenella coeruleoalba alphaherpesvirus 1,Spain,2,2
63920,Stenella coeruleoalba alphaherpesvirus 2,Spain,1,1
63921,Stenella frontalis alphaherpesvirus,Brazil,1,1
63922,Steno bredanensis gammaherpesvirus,USA,2,2
63923,Stenomesson mosaic virus,Netherlands,1,1
63924,Stenotaphrum nepovirus,Australia,24,24
63925,Stenotrophomonas phage BUCT555,China,57,57
63926,Stenotrophomonas phage BUCT598,China,55,55
63927,Stenotrophomonas phage BUCT603,China,64,64
63928,Stenotrophomonas phage BUCT608,China,266,266
63929,Stenotrophomonas phage BUCT609,China,56,56
63930,Stenotrophomonas phage BUCT626,China,98,98
63931,Stenotrophomonas phage BUCT627,China,98,98
63932,Stenotrophomonas phage DLP4,Canada,82,82
63933,Stenotrophomonas phage Marzo,USA,268,268
63934,Stenotrophomonas phage Paxi,USA,89,89
63935,Stenotrophomonas phage Pepon,USA,53,53
63936,Stenotrophomonas phage Philippe,USA,95,95
63937,Stenotrophomonas phage Piffle,USA,90,90
63938,Stenotrophomonas phage Ponderosa,Zimbabwe,54,54
63939,Stenotrophomonas phage Ptah,USA,56,56
63940,Stenotrophomonas phage Salva,USA,102,102
63941,Stenotrophomonas phage Siara,USA,100,100
63942,Stenotrophomonas phage Silvanus,USA,68,68
63943,Stenotrophomonas phage Sonora,USA,96,96
63944,Stenotrophomonas phage Summit,USA,147,147
63945,Stenotrophomonas phage Suso,USA,69,69
63946,Stenotrophomonas phage Suzuki,USA,83,83
63947,Stenotrophomonas phage TS-10,China,53,53
63948,Stenotrophomonas phage phiSHP3,China,51,51
63949,Stenotrophomonas phage vB_SmaS-AXL_1,Canada,83,83
63950,Stenotrophomonas phage vB_SmaS-AXL_3,Canada,65,65
63951,Stenotrophomonas phage vB_SmaS-DLP_1,Canada,57,57
63952,Stenotrophomonas phage vB_SmaS-DLP_2,Canada,116,116
63953,Stenotrophomonas phage vB_SmaS-DLP_6,Canada,241,241
63954,Stenotrophomonas phage vB_SmaS_BUCT548,China,102,102
63955,Stenotrophomonas phage vB_SmaS_DLP_3,Canada,148,148
63956,Stenotrophomonas virus DLP5,Canada,298,298
63957,Stenotrophomonas virus IME13,China,356,356
63958,Stenotrophomonas virus IME15,China,90,90
63959,Stenotrophomonas virus IMESM1,China,404,404
63960,Stenotrophomonas virus Mendera,USA,572,572
63961,Stenotrophomonas virus Moby,USA,542,542
63962,Stenotrophomonas virus Pokken,USA,186,186
63963,Stenotrophomonas virus SMA7,Russia,20,20
63964,Stickleback virus,USA,95,95
63965,Stinn virus,USA,2,2
63966,Stipagrostis associaed virus,South Africa,4,4
63967,Stockinghallvirus,USA,80,80
63968,Stocky prune virus,France,4,4
63969,Stompelvirus,China,86,86
63970,Stone flounder iridovirus 603-3/China,China,1,1
63971,Stone flounder iridovirus 724/China,China,1,1
63972,Stopalavirus,Spain,90,90
63973,Stopalavirus S38C3,Spain,90,90
63974,Store beach virus,Australia,2,2
63975,Strawberry associated virus 1,China,8,8
63976,Strawberry associated virus A,Czech Republic,6,6
63977,Strawberry chlorotic fleck-associated virus,USA,33,33
63978,Strawberry crinivirus 3,China,1,1
63979,Strawberry crinivirus 3,Iran,2,1
63980,Strawberry crinivirus 3,USA,6,4
63981,Strawberry crinivirus 4,Canada,1,1
63982,Strawberry crinivirus 4,China,3,2
63983,Strawberry crinivirus 4,Iran,4,1
63984,Strawberry crinivirus 4,USA,8,4
63985,Strawberry crinkle cytorhabdovirus,Argentina,1,1
63986,Strawberry crinkle cytorhabdovirus,Chile,6,5
63987,Strawberry crinkle cytorhabdovirus,Czech Republic,22,16
63988,Strawberry crinkle cytorhabdovirus,Iran,47,25
63989,Strawberry crinkle cytorhabdovirus,Mexico,48,1
63990,Strawberry crinkle cytorhabdovirus,USA,52,4
63991,Strawberry cytorhabdovirus 1,China,4,4
63992,Strawberry cytorhabdovirus 1,Czech Republic,49,45
63993,Strawberry latent ringspot virus,Canada,3,3
63994,Strawberry latent ringspot virus,Egypt,8,5
63995,Strawberry latent ringspot virus,France,10,2
63996,Strawberry latent ringspot virus,Germany,12,2
63997,Strawberry latent ringspot virus,Netherlands,46,34
63998,Strawberry latent ringspot virus,New Zealand,60,14
63999,Strawberry latent ringspot virus,Norway,62,2
64000,Strawberry latent ringspot virus,Poland,65,3
64001,Strawberry latent ringspot virus,Switzerland,68,3
64002,Strawberry latent ringspot virus,USA,70,2
64003,Strawberry latent ringspot virus,United Kingdom,72,2
64004,Strawberry mild yellow edge virus,Argentina,16,16
64005,Strawberry mild yellow edge virus,Brazil,17,1
64006,Strawberry mild yellow edge virus,Canada,226,209
64007,Strawberry mild yellow edge virus,Chile,231,5
64008,Strawberry mild yellow edge virus,China,239,8
64009,Strawberry mild yellow edge virus,Egypt,241,2
64010,Strawberry mild yellow edge virus,Iran,244,3
64011,Strawberry mild yellow edge virus,Japan,254,10
64012,Strawberry mild yellow edge virus,Mexico,255,1
64013,Strawberry mild yellow edge virus,Poland,260,5
64014,Strawberry mild yellow edge virus,South Korea,263,3
64015,Strawberry mild yellow edge virus,USA,277,14
64016,Strawberry mottle virus,Canada,29,29
64017,Strawberry mottle virus,Chile,31,2
64018,Strawberry mottle virus,China,85,54
64019,Strawberry mottle virus,Czech Republic,90,5
64020,Strawberry mottle virus,Germany,92,2
64021,Strawberry mottle virus,Iran,94,2
64022,Strawberry mottle virus,Japan,98,4
64023,Strawberry mottle virus,Netherlands,107,9
64024,Strawberry mottle virus,Poland,119,12
64025,Strawberry mottle virus,USA,124,5
64026,Strawberry necrotic shock virus,Australia,8,8
64027,Strawberry necrotic shock virus,China,9,1
64028,Strawberry necrotic shock virus,Japan,12,3
64029,Strawberry necrotic shock virus,Mexico,13,1
64030,Strawberry necrotic shock virus,Philippines,15,2
64031,Strawberry necrotic shock virus,USA,42,27
64032,Strawberry pallidosis-associated virus,Canada,22,22
64033,Strawberry pallidosis-associated virus,China,38,16
64034,Strawberry pallidosis-associated virus,Iran,45,7
64035,Strawberry pallidosis-associated virus,Mexico,46,1
64036,Strawberry pallidosis-associated virus,USA,86,40
64037,Strawberry polerovirus 1,Argentina,13,13
64038,Strawberry polerovirus 1,Canada,43,30
64039,Strawberry polerovirus 1,Czech Republic,56,13
64040,Strawberry polerovirus 1,USA,90,34
64041,Strawberry vein banding virus,Brazil,1,1
64042,Strawberry vein banding virus,Canada,50,49
64043,Strawberry vein banding virus,Chile,58,8
64044,Strawberry vein banding virus,China,141,83
64045,Strawberry vein banding virus,Egypt,142,1
64046,Strawberry vein banding virus,Japan,149,7
64047,Strawberry vein banding virus,Netherlands,150,1
64048,Strawberry vein banding virus,USA,170,20
64049,Strawberry virus 2,USA,6,6
64050,Strawberry virus 3,USA,6,6
64051,Strepomyces virus Drgrey,USA,164,164
64052,Strepomyces virus Rima,USA,174,174
64053,Strepsipteran arli-related virus OKIAV104,Germany,5,5
64054,Streptobotrys caulophylli fusagravirus 1,China,2,2
64055,Streptococcaceae,Italy,1,1
64056,Streptococcus,Italy,1,1
64057,Streptococcus phage 107,Uruguay,50,50
64058,Streptococcus phage 109751,Thailand,61,61
64059,Streptococcus phage 115,Uruguay,56,56
64060,Streptococcus phage 123,Uruguay,47,47
64061,Streptococcus phage 140,Uruguay,43,43
64062,Streptococcus phage 142,Uruguay,42,42
64063,Streptococcus phage 16B8,Ireland,38,38
64064,Streptococcus phage 23TH,Ireland,49,49
64065,Streptococcus phage 31B4,Ireland,40,40
64066,Streptococcus phage 33888,Thailand,57,57
64067,Streptococcus phage 5093,Netherlands,96,96
64068,Streptococcus phage 7A5,Ireland,44,44
64069,Streptococcus phage 7T,Ireland,41,41
64070,Streptococcus phage 93,Uruguay,56,56
64071,Streptococcus phage 94,Uruguay,46,46
64072,Streptococcus phage 9A,Ireland,41,41
64073,Streptococcus phage 9B4,Ireland,41,41
64074,Streptococcus phage A0,Ireland,44,44
64075,Streptococcus phage A25,France,92,92
64076,Streptococcus phage B0,Ireland,47,47
64077,Streptococcus phage B5,Ireland,42,42
64078,Streptococcus phage C0,Ireland,42,42
64079,Streptococcus phage CHPC1151,Italy,46,46
64080,Streptococcus phage CHPC1198,USA,47,47
64081,Streptococcus phage CHPC1232,USA,45,45
64082,Streptococcus phage CHPC1282,Argentina,45,45
64083,Streptococcus phage CHPC577,Italy,50,50
64084,Streptococcus phage CHPC926,France,44,44
64085,Streptococcus phage D4446,Senegal,46,46
64086,Streptococcus phage IPP10,USA,63,63
64087,Streptococcus phage IPP11,USA,56,56
64088,Streptococcus phage IPP12,USA,57,57
64089,Streptococcus phage IPP14,South Africa,49,49
64090,Streptococcus phage IPP15,Denmark,55,55
64091,Streptococcus phage IPP16,Denmark,55,55
64092,Streptococcus phage IPP17,Germany,49,49
64093,Streptococcus phage IPP18,Denmark,55,55
64094,Streptococcus phage IPP19,Bolivia,48,48
64095,Streptococcus phage IPP20,Denmark,56,56
64096,Streptococcus phage IPP21,Denmark,56,56
64097,Streptococcus phage IPP22,India,53,53
64098,Streptococcus phage IPP23,Denmark,54,54
64099,Streptococcus phage IPP24,USA,56,56
64100,Streptococcus phage IPP25,USA,52,52
64101,Streptococcus phage IPP26,Denmark,51,51
64102,Streptococcus phage IPP27,Denmark,49,49
64103,Streptococcus phage IPP28,USA,52,52
64104,Streptococcus phage IPP29,Denmark,54,54
64105,Streptococcus phage IPP30,Denmark,54,54
64106,Streptococcus phage IPP31,Denmark,63,63
64107,Streptococcus phage IPP32,South Africa,64,64
64108,Streptococcus phage IPP34,Denmark,67,67
64109,Streptococcus phage IPP35,USA,68,68
64110,Streptococcus phage IPP36,Denmark,67,67
64111,Streptococcus phage IPP37,USA,65,65
64112,Streptococcus phage IPP38,USA,63,63
64113,Streptococcus phage IPP39,USA,50,50
64114,Streptococcus phage IPP40,USA,65,65
64115,Streptococcus phage IPP41,Denmark,46,46
64116,Streptococcus phage IPP42,Italy,43,43
64117,Streptococcus phage IPP43,Germany,47,47
64118,Streptococcus phage IPP44,Brazil,45,45
64119,Streptococcus phage IPP45,Spain,57,57
64120,Streptococcus phage IPP46,Spain,67,67
64121,Streptococcus phage IPP48,USA,52,52
64122,Streptococcus phage IPP5,South Africa,47,47
64123,Streptococcus phage IPP50,Denmark,62,62
64124,Streptococcus phage IPP51,USA,48,48
64125,Streptococcus phage IPP52,Malaysia,52,52
64126,Streptococcus phage IPP53,USA,55,55
64127,Streptococcus phage IPP54,USA,55,55
64128,Streptococcus phage IPP57,United Kingdom,50,50
64129,Streptococcus phage IPP58,USA,50,50
64130,Streptococcus phage IPP60,USA,63,63
64131,Streptococcus phage IPP61,Denmark,82,82
64132,Streptococcus phage IPP62,Denmark,56,56
64133,Streptococcus phage IPP63,United Kingdom,52,52
64134,Streptococcus phage IPP64,USA,67,67
64135,Streptococcus phage IPP65,Denmark,50,50
64136,Streptococcus phage IPP66,Denmark,53,53
64137,Streptococcus phage IPP67,USA,54,54
64138,Streptococcus phage IPP68,Bangladesh,54,54
64139,Streptococcus phage IPP69,South Africa,66,66
64140,Streptococcus phage IPP8,USA,60,60
64141,Streptococcus phage IPP9,Finland,63,63
64142,Streptococcus phage L5A1,Ireland,44,44
64143,Streptococcus phage LF1,Australia,60,60
64144,Streptococcus phage LF2,Australia,75,75
64145,Streptococcus phage LF3,Australia,47,47
64146,Streptococcus phage LF4,Australia,60,60
64147,Streptococcus phage M19,Ireland,44,44
64148,Streptococcus phage MM25,Ireland,41,41
64149,Streptococcus phage PH10,Switzerland,108,108
64150,Streptococcus phage PH15,Switzerland,120,120
64151,Streptococcus phage R1,Ireland,39,39
64152,Streptococcus phage SA01,Ireland,53,53
64153,Streptococcus phage STP1,Ireland,41,41
64154,Streptococcus phage STP2,Ireland,44,44
64155,Streptococcus phage SpGS-1,Gambia,53,53
64156,Streptococcus phage Str-PAP-1,South Korea,114,114
64157,Streptococcus phage Str01,Poland,54,54
64158,Streptococcus phage Str03,Poland,48,48
64159,Streptococcus phage T12,USA,130,130
64160,Streptococcus phage V2,Ireland,40,40
64161,Streptococcus phage VS-2018a,Switzerland,54,54
64162,Streptococcus phage VS-2018b,Switzerland,15,15
64163,Streptococcus phage pC2S4,Italy,1,1
64164,Streptococcus phage pC7_2,Italy,1,1
64165,Streptococcus phage pCD1A_A,Italy,1,1
64166,Streptococcus phage pLA1_A1,Italy,1,1
64167,Streptococcus phage pLB16_B,Italy,1,1
64168,Streptococcus phage pST,Uruguay,44,44
64169,Streptococcus phage pW3_4,Italy,1,1
64170,Streptococcus phage phi-SC181,China,30,30
64171,Streptococcus phage phi-m46.1,Italy,64,64
64172,Streptococcus phage phiNJ3,China,62,62
64173,Streptococcus phage phiSC070807,China,66,66
64174,Streptococcus phage phiZJ20091101-4,China,64,64
64175,Streptococcus phage smHBZ8,Israel,44,44
64176,Streptococcus pyogenes,Italy,1,1
64177,Streptococcus virus 9871,Netherlands,98,98
64178,Streptococcus virus 9872,Netherlands,98,98
64179,Streptococcus virus 9873,Netherlands,96,96
64180,Streptococcus virus 9874,Netherlands,96,96
64181,Streptococcus virus Cp1,Canada,27,27
64182,Streptococcus virus Cp7,Spain,56,56
64183,Streptococcus virus MS1,Canada,77,77
64184,Streptococcus virus SPQS1,Saudi Arabia,208,208
64185,Streptomyces phage Abt2graduatex2,USA,71,71
64186,Streptomyces phage Alderaan,Germany,50,50
64187,Streptomyces phage Alsaber,USA,152,152
64188,Streptomyces phage Alvy,USA,178,178
64189,Streptomyces phage Amethyst,USA,158,158
64190,Streptomyces phage Animus,USA,77,77
64191,Streptomyces phage Araceli,USA,81,81
64192,Streptomyces phage Asten,USA,73,73
64193,Streptomyces phage BabyGotBac,USA,72,72
64194,Streptomyces phage BartholomewSD,USA,87,87
64195,Streptomyces phage Bartholomune,USA,228,228
64196,Streptomyces phage Battuta,USA,239,239
64197,Streptomyces phage BayC,USA,71,71
64198,Streptomyces phage BeardedLady,USA,74,74
64199,Streptomyces phage Belfort,USA,234,234
64200,Streptomyces phage Beuffert,USA,240,240
64201,Streptomyces phage Bilo,USA,58,58
64202,Streptomyces phage Bioscum,USA,54,54
64203,Streptomyces phage Birchlyn,USA,240,240
64204,Streptomyces phage Bmoc,USA,470,470
64205,Streptomyces phage BoomerJR,USA,242,242
64206,Streptomyces phage Bordeaux,USA,238,238
64207,Streptomyces phage Bovely,USA,73,73
64208,Streptomyces phage Bowden,USA,81,81
64209,Streptomyces phage Braelyn,USA,456,456
64210,Streptomyces phage Brataylor,USA,77,77
64211,Streptomyces phage BryanRecycles,USA,75,75
64212,Streptomyces phage Caelum,USA,168,168
64213,Streptomyces phage Celeste,USA,76,76
64214,Streptomyces phage Celia,USA,154,154
64215,Streptomyces phage CherryBlossom,USA,86,86
64216,Streptomyces phage Chucky,USA,73,73
64217,Streptomyces phage Chymera,USA,55,55
64218,Streptomyces phage Circinus,USA,216,216
64219,Streptomyces phage ClubPenguin,USA,91,91
64220,Streptomyces phage Coruscant,Germany,248,248
64221,Streptomyces phage CricKo,USA,94,94
64222,Streptomyces phage Crosby,USA,82,82
64223,Streptomyces phage Cross,USA,227,227
64224,Streptomyces phage Cumberbatch,USA,59,59
64225,Streptomyces phage Dagobah,Germany,92,92
64226,Streptomyces phage Dattran,USA,77,77
64227,Streptomyces phage Daubenski,USA,452,452
64228,Streptomyces phage Daudau,USA,166,166
64229,Streptomyces phage Diane,USA,158,158
64230,Streptomyces phage Dryad,USA,109,109
64231,Streptomyces phage Dubu,USA,47,47
64232,Streptomyces phage Dwayne,USA,73,73
64233,Streptomyces phage EGole,USA,456,456
64234,Streptomyces phage Eddasa,USA,76,76
64235,Streptomyces phage EhyElimayoE,USA,328,328
64236,Streptomyces phage Eklok,USA,58,58
64237,Streptomyces phage Endor1,Germany,150,150
64238,Streptomyces phage Endor2,Germany,148,148
64239,Streptomyces phage Esketit,USA,82,82
64240,Streptomyces phage Esperer,USA,74,74
64241,Streptomyces phage Euratis,USA,58,58
64242,Streptomyces phage Evy,USA,452,452
64243,Streptomyces phage Fabian,USA,68,68
64244,Streptomyces phage Faust,USA,239,239
64245,Streptomyces phage FidgetOrca,USA,88,88
64246,Streptomyces phage Forrest,USA,229,229
64247,Streptomyces phage FrodoSwaggins,USA,84,84
64248,Streptomyces phage Galactica,Spain,115,115
64249,Streptomyces phage Genie2,USA,242,242
64250,Streptomyces phage Geostin,USA,66,66
64251,Streptomyces phage Gibson,USA,105,105
64252,Streptomyces phage Gilgamesh,USA,156,156
64253,Streptomyces phage GirlPower,USA,79,79
64254,Streptomyces phage Goby,USA,152,152
64255,Streptomyces phage Godpower,USA,76,76
64256,Streptomyces phage Haizum,USA,81,81
64257,Streptomyces phage Hank144,USA,156,156
64258,Streptomyces phage HaugeAnator,USA,64,64
64259,Streptomyces phage Heather,USA,57,57
64260,Streptomyces phage Henoccus,USA,82,82
64261,Streptomyces phage Hippo,USA,73,73
64262,Streptomyces phage Hoshi,Japan,87,87
64263,Streptomyces phage HotFries,USA,57,57
64264,Streptomyces phage Ibantik,USA,105,105
64265,Streptomyces phage IceWarrior,USA,86,86
64266,Streptomyces phage IchabodCrane,USA,239,239
64267,Streptomyces phage Ignacio,USA,58,58
64268,Streptomyces phage Indigenous,USA,88,88
64269,Streptomyces phage Indigo,USA,72,72
64270,Streptomyces phage Intolerant,USA,78,78
64271,Streptomyces phage Issmi,USA,158,158
64272,Streptomyces phage Itza,USA,80,80
64273,Streptomyces phage JackieB,USA,82,82
64274,Streptomyces phage Jada,USA,230,230
64275,Streptomyces phage Janus,USA,156,156
64276,Streptomyces phage Jash,USA,75,75
64277,Streptomyces phage Jaylociraptor,USA,86,86
64278,Streptomyces phage Joe,United Kingdom,162,162
64279,Streptomyces phage JustBecause,USA,325,325
64280,Streptomyces phage Kardashian,USA,83,83
64281,Streptomyces phage Karp,USA,235,235
64282,Streptomyces phage Katalie,USA,72,72
64283,Streptomyces phage Keanu,USA,114,114
64284,Streptomyces phage Kela,USA,327,327
64285,Streptomyces phage KimJongPhill,USA,115,115
64286,Streptomyces phage Kradal,USA,325,325
64287,Streptomyces phage Kromp,USA,95,95
64288,Streptomyces phage LazerLemon,USA,81,81
64289,Streptomyces phage Leviticus,USA,74,74
64290,Streptomyces phage LibertyBell,USA,79,79
64291,Streptomyces phage LilMartin,USA,231,231
64292,Streptomyces phage Limpid,USA,236,236
64293,Streptomyces phage Lizz,USA,103,103
64294,Streptomyces phage Lorelei,USA,150,150
64295,Streptomyces phage Madamato,USA,85,85
64296,Streptomyces phage Maih,USA,70,70
64297,Streptomyces phage Maneekul,USA,73,73
64298,Streptomyces phage Maya,USA,86,86
64299,Streptomyces phage MeganTheeKilla,USA,233,233
64300,Streptomyces phage Meibysrarus,USA,84,84
64301,Streptomyces phage Microdon,India,79,79
64302,Streptomyces phage MindFlayer,USA,234,234
64303,Streptomyces phage Mischief19,USA,79,79
64304,Streptomyces phage Moab,USA,234,234
64305,Streptomyces phage Mojorita,USA,56,56
64306,Streptomyces phage Moozy,USA,58,58
64307,Streptomyces phage MulchMansion,USA,236,236
64308,Streptomyces phage Muntaha,USA,233,233
64309,Streptomyces phage Nabi,USA,76,76
64310,Streptomyces phage Namo,USA,88,88
64311,Streptomyces phage Nanodon,USA,150,150
64312,Streptomyces phage Nerdos,USA,72,72
64313,Streptomyces phage Nesbitt,USA,58,58
64314,Streptomyces phage Nishikigoi,USA,82,82
64315,Streptomyces phage Olicious,USA,64,64
64316,Streptomyces phage Oliynyk,USA,75,75
64317,Streptomyces phage OlympicHelado,USA,88,88
64318,Streptomyces phage Omar,USA,160,160
64319,Streptomyces phage Ozzie,USA,73,73
64320,Streptomyces phage OzzyJ,USA,75,75
64321,Streptomyces phage PHTowN,USA,104,104
64322,Streptomyces phage Paedore,USA,168,168
64323,Streptomyces phage Percastrophe,USA,64,64
64324,Streptomyces phage PherryCruz,USA,58,58
64325,Streptomyces phage Phettuccine,USA,73,73
64326,Streptomyces phage Piccadilly,USA,58,58
64327,Streptomyces phage Popy,USA,84,84
64328,Streptomyces phage Rainydai,USA,91,91
64329,Streptomyces phage Rana,USA,76,76
64330,Streptomyces phage RavenPuff,USA,59,59
64331,Streptomyces phage RedBear,USA,73,73
64332,Streptomyces phage RemusLoopin,USA,56,56
64333,Streptomyces phage RetrieverFever,USA,66,66
64334,Streptomyces phage Romero,USA,64,64
64335,Streptomyces phage Rooney,USA,105,105
64336,Streptomyces phage RosaAsantewaa,Ghana,55,55
64337,Streptomyces phage Rusticus,USA,75,75
64338,Streptomyces phage SF1,Egypt,104,104
64339,Streptomyces phage SF3,Egypt,180,180
64340,Streptomyces phage SV1,Belize,110,110
64341,Streptomyces phage Saftant,USA,148,148
64342,Streptomyces phage Salete,USA,71,71
64343,Streptomyces phage Salutena,USA,180,180
64344,Streptomyces phage SarahRose,USA,73,73
64345,Streptomyces phage Satis,USA,325,325
