Species,Country,Count
Tomato leaf curl Karnataka virus 2,India,12
Tomato leaf curl Karnataka virus 3,India,12
Tomato leaf curl Karnataka virus-India [India/Banglore/Chilli/2008],India,6
Tomato leaf curl Kerala virus,India,28
Tomato leaf curl Kerala virus,Nepal,8
Tomato leaf curl Kerala virus,Pakistan,123
Tomato leaf curl Kumasi virus,Cameroon,7
Tomato leaf curl Kumasi virus,Ghana,18
Tomato leaf curl Kumasi virus,Togo,6
Tomato leaf curl Kunene virus,Namibia,6
Tomato leaf curl Laguna betasatellite,Philippines,2
Tomato leaf curl Laos betasatellite,Laos,2
Tomato leaf curl Laos virus,East Timor,2
Tomato leaf curl Laos virus,Laos,12
Tomato leaf curl Las Playitas virus,Nicaragua,1
Tomato leaf curl Liwa virus,Oman,36
Tomato leaf curl Madagascar virus,Madagascar,18
Tomato leaf curl Maharastra beta - [India:Pune:2004],India,1
Tomato leaf curl Mahe virus,Seychelles,60
Tomato leaf curl Malaysia betasatellite,Indonesia,2
Tomato leaf curl Malaysia betasatellite,Malaysia,2
Tomato leaf curl Malaysia virus,Malaysia,12
Tomato leaf curl Mali virus,Burkina Faso,120
Tomato leaf curl Mali virus,Mali,14
Tomato leaf curl Mayotte virus,Mayotte,21
Tomato leaf curl Mindanao virus,Philippines,12
Tomato leaf curl Moheli virus,Comoros,10
Tomato leaf curl Mumbai virus,India,6
Tomato leaf curl Namakely virus,Comoros,9
Tomato leaf curl Namakely virus,Madagascar,12
Tomato leaf curl Nepal betasatellite,Nepal,2
Tomato leaf curl New Delhi alphasatellite,Greece,6
Tomato leaf curl New Delhi alphasatellite,India,3
Tomato leaf curl New Delhi betasatellite,India,7
Tomato leaf curl New Delhi virus,Algeria,9
Tomato leaf curl New Delhi virus,Bangladesh,143
Tomato leaf curl New Delhi virus,Cambodia,6
Tomato leaf curl New Delhi virus,Democratic Republic of the Congo,1
Tomato leaf curl New Delhi virus,France,9
Tomato leaf curl New Delhi virus,Greece,4
Tomato leaf curl New Delhi virus,India,1441
Tomato leaf curl New Delhi virus,Indonesia,33
Tomato leaf curl New Delhi virus,Iran,50
Tomato leaf curl New Delhi virus,Italy,136
Tomato leaf curl New Delhi virus,Jordan,4
Tomato leaf curl New Delhi virus,Laos,12
Tomato leaf curl New Delhi virus,Morocco,13
Tomato leaf curl New Delhi virus,Nepal,40
Tomato leaf curl New Delhi virus,Pakistan,3125
Tomato leaf curl New Delhi virus,Seychelles,8
Tomato leaf curl New Delhi virus,Spain,843
Tomato leaf curl New Delhi virus,Taiwan,10
Tomato leaf curl New Delhi virus,Thailand,39
Tomato leaf curl New Delhi virus,Tunisia,111
Tomato leaf curl New Delhi virus 2,India,12
Tomato leaf curl New Delhi virus 4,India,14
Tomato leaf curl New Delhi virus 5,Bangladesh,14
Tomato leaf curl Nigeria virus,Nigeria,12
Tomato leaf curl Oman virus,Oman,44
Tomato leaf curl Oman virus,Pakistan,714
Tomato leaf curl Oman virus,Saudi Arabia,9
Tomato leaf curl Pakistan alphasatellite,India,9
Tomato leaf curl Pakistan alphasatellite,Pakistan,49
Tomato leaf curl Pakistan betasatellite,Pakistan,8
Tomato leaf curl Pakistan virus,Pakistan,9
Tomato leaf curl Palampur virus,India,181
Tomato leaf curl Palampur virus,Iran,173
Tomato leaf curl Palampur virus,Iraq,15
Tomato leaf curl Palampur virus,Oman,24
Tomato leaf curl Palampur virus,Pakistan,55
Tomato leaf curl Palampur virus,Saudi Arabia,3
Tomato leaf curl Patna betasatellite,India,7
Tomato leaf curl Patna virus,Bangladesh,21
Tomato leaf curl Patna virus,India,53
Tomato leaf curl Philippine betasatellite,Philippines,2
Tomato leaf curl Philippines virus,Philippines,170
Tomato leaf curl Pune virus,India,18
Tomato leaf curl Rajasthan virus,India,14
Tomato leaf curl Ranchi betasatellite,India,3
Tomato leaf curl Ranchi virus,India,21
Tomato leaf curl Seychelles virus,Seychelles,6
Tomato leaf curl Sinaloa virus,Costa Rica,32
Tomato leaf curl Sinaloa virus,Nicaragua,39
Tomato leaf curl Sinaloa virus,Panama,2
Tomato leaf curl Sri Lanka virus,Sri Lanka,12
Tomato leaf curl Sudan virus,Iraq,2
Tomato leaf curl Sudan virus,Jordan,7
Tomato leaf curl Sudan virus,Oman,24
Tomato leaf curl Sudan virus,Saudi Arabia,108
Tomato leaf curl Sudan virus,Sudan,54
Tomato leaf curl Sudan virus,Yemen,47
Tomato leaf curl Sulawesi virus,Indonesia,48
Tomato leaf curl Taiwan virus,China,170
Tomato leaf curl Taiwan virus,Taiwan,206
Tomato leaf curl Tanzania virus,Tanzania,3
Tomato leaf curl Togo betasatellite-[Togo:2006],Ghana,2
Tomato leaf curl Togo betasatellite-[Togo:2006],Togo,2
Tomato leaf curl Togo virus,Cameroon,8
Tomato leaf curl Toliara virus,Madagascar,12
Tomato leaf curl Uganda virus,Kenya,6
Tomato leaf curl Uganda virus,Tanzania,24
Tomato leaf curl Uganda virus,Uganda,14
Tomato leaf curl Vietnam virus,Viet Nam,84
Tomato leaf curl Virudhunagar alphasatellite,India,4
Tomato leaf curl Yemen betasatellite,Saudi Arabia,9
Tomato leaf curl Yemen betasatellite,Yemen,7
Tomato leaf curl Yunnan betasatellite,China,5
Tomato leaf curl Yunnan virus,China,12
Tomato leaf curl betasatellite,Bangladesh,1
Tomato leaf curl betasatellite,China,2
Tomato leaf curl betasatellite,India,56
Tomato leaf curl betasatellite,Iran,8
Tomato leaf curl betasatellite,Oman,30
Tomato leaf curl betasatellite,Pakistan,102
Tomato leaf curl betasatellite,Saudi Arabia,7
Tomato leaf curl betasatellite,South Korea,1
Tomato leaf curl betasatellite,Sri Lanka,1
Tomato leaf curl betasatellite,Taiwan,1
Tomato leaf curl deltasatellite,Indonesia,3
Tomato leaf curl purple vein virus,Brazil,24
Tomato leaf curl virus,Australia,19
Tomato leaf curl virus,Cameroon,9
Tomato leaf curl virus,China,12
Tomato leaf curl virus,India,270
Tomato leaf curl virus,Indonesia,8
Tomato leaf curl virus,Kenya,72
Tomato leaf curl virus,Pakistan,18
Tomato leaf curl virus,Philippines,12
Tomato leaf curl virus,Senegal,2
Tomato leaf curl virus,South Korea,1
Tomato leaf curl virus,Thailand,2
Tomato leaf curl virus,Turkey,1
Tomato leaf curl virus-Pune-associated DNA beta,India,2
Tomato leaf deformation virus,Chile,10
Tomato leaf deformation virus,Ecuador,7
Tomato leaf deformation virus,Peru,158
Tomato leaf distortion virus,Brazil,15
Tomato marchitez virus,Mexico,33
Tomato matilda virus,Australia,1
Tomato matilda virus,Italy,1
Tomato matilda virus,South Africa,12
Tomato mild leaf curl virus - [Uberlandia],Brazil,2
Tomato mild mosaic virus,Brazil,57
Tomato mild mottle virus,Ethiopia,11
Tomato mild mottle virus,Iraq,1
Tomato mild mottle virus,Israel,1
Tomato mild mottle virus,Kenya,1
Tomato mild mottle virus,Sudan,2
Tomato mild yellow leaf curl Aragua virus,Venezuela,24
Tomato mild yellow mottle virus - [Honduras 96 - H5kw],Honduras,2
Tomato mosaic Barbados virus,Barbados,8
Tomato mosaic Havana virus,Guatemala,7
Tomato mosaic Havana virus,Honduras,2
Tomato mosaic Havana virus,Nicaragua,10
Tomato mosaic leaf curl virus,Venezuela,8
Tomato mosaic severe dwarf virus,Brazil,20
Tomato mosaic virus,Australia,8
Tomato mosaic virus,Brazil,13
Tomato mosaic virus,China,135
Tomato mosaic virus,Colombia,1
Tomato mosaic virus,Egypt,5
Tomato mosaic virus,France,4
Tomato mosaic virus,Germany,12
Tomato mosaic virus,India,5
Tomato mosaic virus,Iran,34
Tomato mosaic virus,Japan,4
Tomato mosaic virus,Kazakhstan,4
Tomato mosaic virus,Mexico,4
Tomato mosaic virus,New Zealand,1
Tomato mosaic virus,Nigeria,1
Tomato mosaic virus,Pakistan,5
Tomato mosaic virus,Poland,1
Tomato mosaic virus,Serbia,2
Tomato mosaic virus,Slovakia,4
Tomato mosaic virus,South Korea,16
Tomato mosaic virus,Spain,29
Tomato mosaic virus,Sri Lanka,1
Tomato mosaic virus,Syria,6
Tomato mosaic virus,Taiwan,5
Tomato mosaic virus,Turkey,10
Tomato mosaic virus,USA,5
Tomato mosaic virus,Uganda,2
Tomato mosaic virus,Ukraine,1
Tomato mosaic virus,United Kingdom,3
Tomato mosaic virus,Viet Nam,23
Tomato mosaic virus,Zimbabwe,4
Tomato mottle Taino virus,Cuba,6
Tomato mottle leaf curl virus,Brazil,168
Tomato mottle leaf distortion virus,Brazil,7
Tomato mottle mosaic virus,Brazil,7
Tomato mottle mosaic virus,China,34
Tomato mottle mosaic virus,India,6
Tomato mottle mosaic virus,Israel,2
Tomato mottle mosaic virus,Mauritius,1
Tomato mottle mosaic virus,Mexico,8
Tomato mottle mosaic virus,Netherlands,4
Tomato mottle mosaic virus,Spain,4
Tomato mottle mosaic virus,USA,24
Tomato mottle mosaic virus,Viet Nam,12
Tomato mottle virus,Belize,3
Tomato mottle virus,Mexico,1
Tomato mottle virus,USA,6
Tomato mottle wrinkle virus,Argentina,42
Tomato necrotic dwarf virus,USA,7
Tomato necrotic ringspot virus,Thailand,34
Tomato necrotic spot associated virus,China,3
Tomato necrotic spot tospovirus,China,2
Tomato necrotic spot virus,USA,10
Tomato necrotic streak virus,USA,13
Tomato necrotic stunt virus,Mexico,14
Tomato rhabdovirus Beltsville,USA,1
Tomato ringspot virus,Australia,2
Tomato ringspot virus,Canada,2
Tomato ringspot virus,Chile,58
Tomato ringspot virus,Denmark,2
Tomato ringspot virus,Japan,2
Tomato ringspot virus,Lithuania,2
Tomato ringspot virus,Turkey,4
Tomato ringspot virus,USA,41
Tomato rugose mosaic virus,Brazil,28
Tomato rugose yellow leaf curl virus,Argentina,5
Tomato rugose yellow leaf curl virus,Brazil,5
Tomato rugose yellow leaf curl virus,Uruguay,62
Tomato severe leaf curl Kalakada virus,India,12
Tomato severe leaf curl virus,Guatemala,20
Tomato severe leaf curl virus,Honduras,2
Tomato severe leaf curl virus,India,3
Tomato severe leaf curl virus,Mexico,35
Tomato severe leaf curl virus,Nicaragua,38
Tomato severe rugose virus,Brazil,1019
Tomato spotted wilt orthotospovirus,Algeria,4
Tomato spotted wilt orthotospovirus,Argentina,31
Tomato spotted wilt orthotospovirus,Australia,27
Tomato spotted wilt orthotospovirus,Bosnia and Herzegovina,16
Tomato spotted wilt orthotospovirus,Brazil,15
Tomato spotted wilt orthotospovirus,Bulgaria,26
Tomato spotted wilt orthotospovirus,Canada,1
Tomato spotted wilt orthotospovirus,China,247
Tomato spotted wilt orthotospovirus,Colombia,1
Tomato spotted wilt orthotospovirus,Czech Republic,1
Tomato spotted wilt orthotospovirus,Dominican Republic,11
Tomato spotted wilt orthotospovirus,Ecuador,5
Tomato spotted wilt orthotospovirus,Egypt,2
Tomato spotted wilt orthotospovirus,France,98
Tomato spotted wilt orthotospovirus,Germany,8
Tomato spotted wilt orthotospovirus,Greece,1
Tomato spotted wilt orthotospovirus,Hungary,9
Tomato spotted wilt orthotospovirus,India,29
Tomato spotted wilt orthotospovirus,Indonesia,2
Tomato spotted wilt orthotospovirus,Iran,22
Tomato spotted wilt orthotospovirus,Italy,160
Tomato spotted wilt orthotospovirus,Japan,23
Tomato spotted wilt orthotospovirus,Jordan,15
Tomato spotted wilt orthotospovirus,Kenya,23
Tomato spotted wilt orthotospovirus,Lebanon,3
Tomato spotted wilt orthotospovirus,Montenegro,20
Tomato spotted wilt orthotospovirus,New Zealand,69
Tomato spotted wilt orthotospovirus,Pakistan,7
Tomato spotted wilt orthotospovirus,Poland,13
Tomato spotted wilt orthotospovirus,Russia,4
Tomato spotted wilt orthotospovirus,Saudi Arabia,2
Tomato spotted wilt orthotospovirus,Serbia,65
Tomato spotted wilt orthotospovirus,Slovenia,1
Tomato spotted wilt orthotospovirus,South Africa,14
Tomato spotted wilt orthotospovirus,South Korea,278
Tomato spotted wilt orthotospovirus,Spain,838
Tomato spotted wilt orthotospovirus,Sri Lanka,2
Tomato spotted wilt orthotospovirus,Syria,6
Tomato spotted wilt orthotospovirus,Taiwan,4
Tomato spotted wilt orthotospovirus,Turkey,182
Tomato spotted wilt orthotospovirus,USA,1265
Tomato spotted wilt orthotospovirus,Venezuela,14
Tomato spotted wilt orthotospovirus,Zimbabwe,18
Tomato torrado virus,Australia,8
Tomato torrado virus,Colombia,6
Tomato torrado virus,France,2
Tomato torrado virus,Hungary,12
Tomato torrado virus,Italy,4
Tomato torrado virus,Morocco,3
Tomato torrado virus,Panama,2
Tomato torrado virus,Poland,13
Tomato torrado virus,Serbia,2
Tomato torrado virus,South Africa,5
Tomato torrado virus,Spain,90
Tomato twisted leaf virus,Venezuela,12
Tomato vein clearing leaf deformation virus,Argentina,14
Tomato white ringspot virus,Italy,2
Tomato wrinkled mosaic virus,Venezuela,14
Tomato yellow blotch virus,USA,3
Tomato yellow distortion leaf virus,Cuba,19
Tomato yellow dwarf disease associated satellite DNA beta-[Kochi],Japan,2
Tomato yellow fruit ring virus,Iran,29
Tomato yellow fruit ring virus,Kenya,1
Tomato yellow leaf curl Axarquia virus,Italy,12
Tomato yellow leaf curl Axarquia virus,Jordan,12
Tomato yellow leaf curl Axarquia virus,Portugal,6
Tomato yellow leaf curl Axarquia virus,Spain,2
Tomato yellow leaf curl China alphasatellite,China,14
Tomato yellow leaf curl China alphasatellite,Pakistan,5
Tomato yellow leaf curl China betasatellite,China,4
Tomato yellow leaf curl China virus,China,459
Tomato yellow leaf curl Guangdong virus,China,18
Tomato yellow leaf curl Indonesia virus,Indonesia,12
Tomato yellow leaf curl Kanchanaburi virus,Cambodia,33
Tomato yellow leaf curl Kanchanaburi virus,China,26
Tomato yellow leaf curl Kanchanaburi virus,Indonesia,96
Tomato yellow leaf curl Kanchanaburi virus,Laos,16
Tomato yellow leaf curl Kanchanaburi virus,Myanmar,18
Tomato yellow leaf curl Kanchanaburi virus,Thailand,102
Tomato yellow leaf curl Kanchanaburi virus,Viet Nam,32
Tomato yellow leaf curl Malaga virus,Morocco,12
Tomato yellow leaf curl Malaga virus,Portugal,12
Tomato yellow leaf curl Malaga virus,Spain,72
Tomato yellow leaf curl Mali virus,Burkina Faso,30
Tomato yellow leaf curl Mali virus,Cameroon,29
Tomato yellow leaf curl Mali virus,Ethiopia,6
Tomato yellow leaf curl Mali virus,Ghana,6
Tomato yellow leaf curl Mali virus,Mali,6
Tomato yellow leaf curl Rajasthan betasatellite,India,2
Tomato yellow leaf curl Sardinia virus,Greece,1
Tomato yellow leaf curl Sardinia virus,Israel,6
Tomato yellow leaf curl Sardinia virus,Italy,72
Tomato yellow leaf curl Sardinia virus,Jordan,29
Tomato yellow leaf curl Sardinia virus,Morocco,32
Tomato yellow leaf curl Sardinia virus,Portugal,12
Tomato yellow leaf curl Sardinia virus,Spain,66
Tomato yellow leaf curl Sardinia virus,Tunisia,6
Tomato yellow leaf curl Sardinia virus,Turkey,4
Tomato yellow leaf curl Saudi virus,Saudi Arabia,14
Tomato yellow leaf curl Shandong betasatellite,China,2
Tomato yellow leaf curl Shuangbai virus,China,68
Tomato yellow leaf curl Thailand alphasatellite,Thailand,2
Tomato yellow leaf curl Thailand betasatellite,China,3
Tomato yellow leaf curl Thailand betasatellite,India,4
Tomato yellow leaf curl Thailand virus,China,46
Tomato yellow leaf curl Thailand virus,Myanmar,39
Tomato yellow leaf curl Thailand virus,Taiwan,217
Tomato yellow leaf curl Thailand virus,Thailand,76
Tomato yellow leaf curl Vietnam betasatellite,China,3
Tomato yellow leaf curl Vietnam betasatellite,Viet Nam,5
Tomato yellow leaf curl Vietnam virus,Viet Nam,18
Tomato yellow leaf curl Yunnan alphasatellite,China,2
Tomato yellow leaf curl Yunnan betasatellite,China,3
Tomato yellow leaf curl Yunnan virus,China,87
Tomato yellow leaf curl betasatellite,Oman,23
Tomato yellow leaf curl betasatellite,Saudi Arabia,8
Tomato yellow leaf curl virus,Antigua and Barbuda,1
Tomato yellow leaf curl virus,Australia,360
Tomato yellow leaf curl virus,Azerbaijan,6
Tomato yellow leaf curl virus,China,2894
Tomato yellow leaf curl virus,Costa Rica,24
Tomato yellow leaf curl virus,Cuba,14
Tomato yellow leaf curl virus,Cyprus,50
Tomato yellow leaf curl virus,Dominican Republic,12
Tomato yellow leaf curl virus,Egypt,45
Tomato yellow leaf curl virus,Estonia,22
Tomato yellow leaf curl virus,France,16
Tomato yellow leaf curl virus,French Polynesia,12
Tomato yellow leaf curl virus,Greece,3
Tomato yellow leaf curl virus,Grenada,21
Tomato yellow leaf curl virus,Guadeloupe,1
Tomato yellow leaf curl virus,Guatemala,6
Tomato yellow leaf curl virus,India,80
Tomato yellow leaf curl virus,Iran,548
Tomato yellow leaf curl virus,Iraq,98
Tomato yellow leaf curl virus,Italy,58
Tomato yellow leaf curl virus,Japan,136
Tomato yellow leaf curl virus,Jordan,72
Tomato yellow leaf curl virus,Kuwait,25
Tomato yellow leaf curl virus,Lebanon,14
Tomato yellow leaf curl virus,Malaysia,19
Tomato yellow leaf curl virus,Martinique,2
Tomato yellow leaf curl virus,Mauritius,43
Tomato yellow leaf curl virus,Mexico,136
Tomato yellow leaf curl virus,Morocco,125
Tomato yellow leaf curl virus,Netherlands,6
Tomato yellow leaf curl virus,New Caledonia,36
Tomato yellow leaf curl virus,Oman,374
Tomato yellow leaf curl virus,Pakistan,37
Tomato yellow leaf curl virus,Portugal,8
Tomato yellow leaf curl virus,Reunion,459
Tomato yellow leaf curl virus,Saint Kitts and Nevis,1
Tomato yellow leaf curl virus,Saudi Arabia,129
Tomato yellow leaf curl virus,Seychelles,2
Tomato yellow leaf curl virus,South Korea,318
Tomato yellow leaf curl virus,Spain,528
Tomato yellow leaf curl virus,Sweden,10
Tomato yellow leaf curl virus,Thailand,1
Tomato yellow leaf curl virus,Trinidad and Tobago,144
Tomato yellow leaf curl virus,Tunisia,52
Tomato yellow leaf curl virus,Turkey,31
Tomato yellow leaf curl virus,USA,1211
Tomato yellow leaf curl virus,United Kingdom,6
Tomato yellow leaf curl virus,Venezuela,12
Tomato yellow leaf curl virus,Viet Nam,12
Tomato yellow leaf curl virus,Zimbabwe,1
Tomato yellow leaf deformation dwarf virus,Brazil,12
Tomato yellow leaf distortion virus,Cuba,26
Tomato yellow leaf distortion virus,Mexico,2
Tomato yellow margin leaf curl virus,Venezuela,14
Tomato yellow mosaic virus,Antigua and Barbuda,1
Tomato yellow mosaic virus,Brazil,1
Tomato yellow mosaic virus,Venezuela,1
Tomato yellow mottle virus,Costa Rica,34
Tomato yellow mottle virus,Panama,2
Tomato yellow mottle-associated cytorhabdovirus,China,21
Tomato yellow net virus,Brazil,5
Tomato yellow ring orthotospovirus,Iran,31
Tomato yellow ring orthotospovirus,Poland,12
Tomato yellow spot alphasatellite,Brazil,2
Tomato yellow spot alphasatellite 2,Argentina,4
Tomato yellow spot virus,Argentina,64
Tomato yellow spot virus,Brazil,145
Tomato yellow vein streak virus,Argentina,24
Tomato yellow vein streak virus,Bolivia,1
Tomato yellow vein streak virus,Brazil,177
Tomato yellow vein streak virus,Chile,19
Tomato yellow vein streak virus,Uruguay,7
Tomato zonate spot orthotospovirus,China,48
Tombunodavirus UC1,USA,3
Tombusviridae sp.,China,27
Tonate virus,French Guiana,5
Tonate virus,Guyana,13
Tongilchon ohlsrhavirus,South Korea,10
Torchivirus A,Germany,43
Torchivirus A,Hungary,1
Torchivirus A,Italy,8
Torhout tick virus,Belgium,3
Torilis crimson leaf virus,Greece,13
Toros phlebovirus,Turkey,12
Torovirus sp.,Australia,6
Torovirus sp.,USA,15
Torque teno Tadarida brasiliensis virus 2,Argentina,3
Torque teno Tadarida brasiliensis virus 3,Argentina,3
Torque teno arctocephalus australis virus,Brazil,9
Torque teno arctocephalus australis virus 1,Brazil,1
Torque teno arctocephalus australis virus 2,Brazil,1
Torque teno arctocephalus australis virus 3,Brazil,1
Torque teno arctocephalus australis virus 4,Brazil,1
Torque teno arctocephalus australis virus 5,Brazil,1
Torque teno arctocephalus australis virus 6,Brazil,1
Torque teno arthrovec virus 2,USA,3
Torque teno arthrovec virus 3,USA,3
Torque teno calomys tener virus,Brazil,4
Torque teno canid virus 1,China,27
Torque teno canid virus 1,Japan,6
Torque teno canid virus 1,South Korea,21
Torque teno canid virus 1,Turkey,10
Torque teno carollia perspicillata virus,Brazil,2
Torque teno chiroptera virus 1,Brazil,6
Torque teno chlorocebus virus 1,Saint Kitts and Nevis,6
Torque teno chlorocebus virus 2,Gambia,8
Torque teno chlorocebus virus 3,Gambia,8
Torque teno chlorocebus virus 5,Gambia,8
Torque teno desmodus rotundus virus,Brazil,3
Torque teno didelphi virus 1,Brazil,3
Torque teno equid virus 1,USA,8
Torque teno equus virus 2,Canada,2
Torque teno felid virus 1,China,31
Torque teno felid virus 1,Czech Republic,9
Torque teno felid virus 1,France,4
Torque teno felid virus 1,Japan,6
Torque teno felid virus 1,Mexico,27
Torque teno felid virus 1,South Africa,102
Torque teno felid virus 1,USA,530
Torque teno felid virus 2,France,6
Torque teno felid virus 3,Brazil,3
Torque teno felid virus 4,USA,3
Torque teno felid virus 5,USA,3
Torque teno felid virus 6,China,3
Torque teno hominid virus 1,Czech Republic,9
Torque teno indriid virus 1,Madagascar,6
Torque teno leprid virus 1,Spain,12
Torque teno midi virus,China,9
Torque teno midi virus,Hungary,38
Torque teno midi virus,Iran,7
Torque teno midi virus,Japan,37
Torque teno midi virus,Tanzania,5525
Torque teno midi virus 1,Japan,12
Torque teno midi virus 10,Ghana,3
Torque teno midi virus 10,Japan,8
Torque teno midi virus 11,Japan,8
Torque teno midi virus 12,Japan,8
Torque teno midi virus 13,Japan,8
Torque teno midi virus 14,Japan,8
Torque teno midi virus 15,Japan,8
Torque teno midi virus 2,Japan,8
Torque teno midi virus 3,France,4
Torque teno midi virus 4,France,6
Torque teno midi virus 5,Japan,8
Torque teno midi virus 6,Japan,8
Torque teno midi virus 7,Japan,8
Torque teno midi virus 8,Japan,8
Torque teno midi virus 9,Japan,8
Torque teno mini virus 10,France,8
Torque teno mini virus 10,Ghana,82
Torque teno mini virus 11,France,6
Torque teno mini virus 12,France,8
Torque teno mini virus 16,Spain,4
Torque teno mini virus 18,China,6
Torque teno mini virus 26,China,5
Torque teno mini virus 27,Spain,6
Torque teno mini virus 8,France,4
Torque teno mini virus SHB,China,3
Torque teno mini virus SHC,China,36
Torque teno mustelid virus 2,USA,9
Torque teno mustilid virus 1,Netherlands,3
Torque teno pinniped virus 2,Netherlands,6
Torque teno pinniped virus 3,Netherlands,12
Torque teno pinniped virus 4,Netherlands,1
Torque teno pinniped virus 5,USA,6
Torque teno pinniped virus 6,Antarctica,6
Torque teno pinniped virus 7,Antarctica,9
Torque teno pinniped virus 8,Antarctica,536
Torque teno pinniped virus 9,Antarctica,80
Torque teno rodent virus 1,United Kingdom,68
Torque teno rodent virus 2,Brazil,13
Torque teno rodent virus 2,China,25
Torque teno rodent virus 3,Brazil,2
Torque teno rodent virus 6,Brazil,2
Torque teno seal virus 4,Netherlands,2
Torque teno sus virus,Brazil,66
Torque teno sus virus,Canada,2
Torque teno sus virus,China,1
Torque teno sus virus,South Korea,11
Torque teno sus virus 1a,Argentina,8
Torque teno sus virus 1a,Australia,24
Torque teno sus virus 1a,Brazil,28
Torque teno sus virus 1a,Canada,17
Torque teno sus virus 1a,Chile,32
Torque teno sus virus 1a,China,128
Torque teno sus virus 1a,Denmark,2
Torque teno sus virus 1a,Germany,19
Torque teno sus virus 1a,Japan,8
Torque teno sus virus 1a,Macedonia,20
Torque teno sus virus 1a,Mexico,20
Torque teno sus virus 1a,Mozambique,6
Torque teno sus virus 1a,Netherlands,8
Torque teno sus virus 1a,Norway,24
Torque teno sus virus 1a,Romania,70
Torque teno sus virus 1a,Slovakia,8
Torque teno sus virus 1a,South Korea,16
Torque teno sus virus 1a,Spain,163
Torque teno sus virus 1a,Thailand,18
Torque teno sus virus 1a,USA,24
Torque teno sus virus 1a,Uganda,5
Torque teno sus virus 1a,United Kingdom,8
Torque teno sus virus 1a,Uruguay,24
Torque teno sus virus 1b,Argentina,30
Torque teno sus virus 1b,Australia,32
Torque teno sus virus 1b,Brazil,56
Torque teno sus virus 1b,Canada,20
Torque teno sus virus 1b,Chile,34
Torque teno sus virus 1b,China,357
Torque teno sus virus 1b,Denmark,8
Torque teno sus virus 1b,Germany,37
Torque teno sus virus 1b,Japan,12
Torque teno sus virus 1b,Macedonia,36
Torque teno sus virus 1b,Mexico,31
Torque teno sus virus 1b,Mozambique,12
Torque teno sus virus 1b,Netherlands,12
Torque teno sus virus 1b,Nigeria,8
Torque teno sus virus 1b,Norway,22
Torque teno sus virus 1b,Romania,44
Torque teno sus virus 1b,Slovakia,16
Torque teno sus virus 1b,South Korea,50
Torque teno sus virus 1b,Spain,248
Torque teno sus virus 1b,Thailand,20
Torque teno sus virus 1b,USA,40
Torque teno sus virus 1b,Uganda,1
Torque teno sus virus 1b,United Kingdom,28
Torque teno sus virus 1b,Uruguay,4
Torque teno sus virus SH0822/2008,China,3
Torque teno sus virus k2,Mexico,1
Torque teno sus virus k2a,Australia,8
Torque teno sus virus k2a,Brazil,46
Torque teno sus virus k2a,China,5
Torque teno sus virus k2a,USA,6
Torque teno sus virus k2a,Uruguay,26
Torque teno sus virus k2b,Australia,10
Torque teno sus virus k2b,Brazil,6
Torque teno sus virus k2b,China,5
Torque teno sus virus k2b,New Zealand,16
Torque teno sus virus k2b,USA,4
Torque teno ursid virus 1,China,9
Torque teno virus,Argentina,4
Torque teno virus,Australia,4
Torque teno virus,Brazil,66
Torque teno virus,China,404
Torque teno virus,Egypt,25
Torque teno virus,Finland,2
Torque teno virus,France,40
Torque teno virus,Ghana,12
Torque teno virus,Greece,2
Torque teno virus,Hungary,94
Torque teno virus,India,44
Torque teno virus,Indonesia,68
Torque teno virus,Iran,13
Torque teno virus,Iraq,10
Torque teno virus,Italy,317
Torque teno virus,Japan,133
Torque teno virus,Malaysia,4
Torque teno virus,Mexico,1
Torque teno virus,Netherlands,22
Torque teno virus,New Zealand,17
Torque teno virus,Nigeria,13
Torque teno virus,Pakistan,5
Torque teno virus,Poland,22
Torque teno virus,Portugal,49
Torque teno virus,South Korea,4
Torque teno virus,Taiwan,31
Torque teno virus,Tanzania,2943
Torque teno virus,Turkey,39
Torque teno virus,USA,192
Torque teno virus,United Kingdom,4
Torque teno virus,Uruguay,1
Torque teno virus,Viet Nam,37
Torque teno virus 1,Ghana,72
Torque teno virus 1,Hungary,6
Torque teno virus 1,Sweden,1
Torque teno virus 10,Japan,8
Torque teno virus 10,USA,9
Torque teno virus 12,China,8
Torque teno virus 13,China,1
Torque teno virus 2,Hungary,7
Torque teno virus 21,China,4
Torque teno virus 27,China,8
Torque teno virus 28,China,8
Torque teno virus 3,Finland,12
Torque teno virus 3,Hungary,2
Torque teno virus 6,Germany,8
Torque teno virus 7,Japan,6
Torque teno virus 9,USA,2
Torque teno virus AZ1_2,USA,4
Torque teno virus AZ6_5,USA,3
Torque teno virus AZ7_4,USA,3
Torrey Pines virus,Australia,18
Torrey Pines virus,France,1
Torrey Pines virus,Kenya,1
Torrey Pines virus,Portugal,2
Torrey Pines virus,USA,2
Torrey Pines virus,United Kingdom,63
Tortoise Herpesvirus 4,USA,1
Tortoise genomovirus 1,USA,2
Tortoise genomovirus 11,USA,2
Tortoise genomovirus 12,USA,2
Tortoise genomovirus 14,USA,2
Tortoise genomovirus 15,USA,2
Tortoise genomovirus 16,USA,2
Tortoise genomovirus 18,USA,2
Tortoise genomovirus 19,USA,2
Tortoise genomovirus 2,USA,2
Tortoise genomovirus 20,USA,2
Tortoise genomovirus 21,USA,2
Tortoise genomovirus 22,USA,2
Tortoise genomovirus 23,USA,2
Tortoise genomovirus 3,USA,2
