Species,Collection_Date,Count
Lariophagus distinguendus negative-strand RNA virus 1,2017.0,1
Largetooth flounder-associated picorna-like virus,2017.0,1
Santee-Cooper ranavirus,2017.0,1
Shigella phage vB_SflM_004,2017.0,1
Largetooth flounder astrovirus,2017.0,1
Shigella phage vB_SdyM_006,2017.0,1
Lactobacillus virus Nyseid,2017.0,2
Lates calcarifer iridovirus,2017.0,5
Hubei chryso-like virus 1,2017.0,10
Lactobacillus virus Lenus,2017.0,2
Leek yellow stripe virus,2017.0,117
Hop stunt viroid,2017.0,20
Hubei sclerotinia RNA virus 1-WX,2017.0,1
Lentinula edodes hypovirus 1,2017.0,1
Horsegram yellow mosaic virus,2017.0,12
Hubei reo-like virus 7,2017.0,5
Hortaea werneckii totivirus 1,2017.0,1
Hubei reo-like virus 14,2017.0,1
Hot pepper alphaendornavirus,2017.0,1
Lactobacillus virus Satyr,2017.0,2
Lentinula edodes fusarivirus 3,2017.0,1
Lentinula edodes fusarivirus 1,2017.0,1
Lentinula edodes deltaflexivirus 2,2017.0,1
Lentinula edodes deltaflexivirus 1,2017.0,1
Lentinula edodes betaflexi-like virus 1,2017.0,1
Lentinula edodes beny-like virus 1,2017.0,1
Huangpi orthonairovirus,2017.0,10
Lentimonavirus lentinulae,2017.0,1
Leishmania RNA virus 2,2017.0,2
Lentinula edodes fusarivirus 2,2017.0,1
Lentinula edodes magoulivirus virus 1,2017.0,1
Shigella phage Silverhawkium,2017.0,1
Shigella phage SfPhi01,2017.0,1
Lake Sinai virus 4,2017.0,19
Lactobacillus virus Semele,2017.0,2
Shigella phage JK23,2017.0,1
Shigella phage CM1,2017.0,1
Hubei permutotetra-like virus 4,2017.0,1
Lactobacillus virus ViSo2018a,2017.0,2
Lake Sinai virus 3,2017.0,26
Hubei picorna-like virus 55,2017.0,1
Lake Sinai virus,2017.0,17
Shewanella phage Thanatos-2,2017.0,1
Shewanella phage Thanatos-1,2017.0,1
Lake Sarah-associated circular virus,2017.0,1
Sherlock virus,2017.0,1
Hubei picorna-like virus 63,2017.0,1
Hubei picorna-like virus 80,2017.0,1
Lagos bat lyssavirus,2017.0,1
Hubei picorna-like virus 79,2017.0,1
Lake Sinai virus 8,2017.0,4
Lambada picorna-like virus,2017.0,1
Shigella phage JK32,2017.0,1
Lambdapapillomavirus 1,2017.0,2
Lampyris noctiluca tymovirus-like virus 1,2017.0,1
Lampyris noctiluca toti-like virus 1,2017.0,1
Lampyris noctiluca rhabdo-like virus 1,2017.0,3
Hubei mosquito virus 4,2017.0,17
Lampyris noctiluca partitivirus-like virus 2,2017.0,1
Lampyris noctiluca partitivirus-like virus 1,2017.0,1
Hubei partiti-like virus 22,2017.0,2
Shigella phage KPS64,2017.0,1
Santiago bunya-like virus,2017.0,2
Lampyris noctiluca iflavirus 2,2017.0,1
Lampyris noctiluca flavivirus 1,2017.0,1
Shigella phage JK55,2017.0,1
Shigella phage JK42,2017.0,1
Lampyris noctiluca errantivirus 1,2017.0,1
Shigella phage JK38,2017.0,1
Lampyris noctiluca bunyan-like virus 1,2017.0,1
Shigella phage JK36,2017.0,1
Lambdapapillomavirus 2,2017.0,3
Lampyris noctiluca iflavirus 1,2017.0,1
Sanya iflavirus 1,2017.0,1
Lentinula edodes mitovirus 1,2017.0,1
Lentinula edodes negative-strand RNA virus 3,2017.0,2
Hepeviridae sp.,2017.0,7
Human alphaherpesvirus 3,2017.0,335
Sanya cydistomyia duplonotatay narnavirus 1,2017.0,1
Sicinivirus A,2017.0,2
Human alphaherpesvirus 2,2017.0,4
Heracleum latent virus,2017.0,1
Sanya conocephalus maculatus rhabdovirus 1,2017.0,1
Human alphaherpesvirus 1,2017.0,57
Sanya conocephalus maculatus phenuivirus 1,2017.0,3
Herelleviridae sp.,2017.0,4
Sanya chuvirus 2,2017.0,2
Sanya chuvirus 1,2017.0,1
Sanya benyvirus 1,2017.0,1
Siamese algae-eater influenza-like virus,2017.0,8
Sanya aspivirus 1,2017.0,1
Siadenovirus sp.,2017.0,8
Shuni orthobunyavirus,2017.0,3
Lestrade virus,2017.0,5
Human anellovirus zj-ad 1,2017.0,1
Sanya dicistrovirus 1,2017.0,1
Sanya dicistrovirus 2,2017.0,1
Sanya hepevirus 1,2017.0,1
Hepatitis B virus,2017.0,773
Shanxi tick virus 1,2017.0,1
Hepatitis delta virus,2017.0,172
Sanya gryllotalpa orientalis Solinvi-like virus 1,2017.0,1
Lettuce chlorosis virus,2017.0,7
Sanya eysarcoris guttigerus totivirus 1,2017.0,1
Shanxi tick virus 2,2017.0,3
Heunggongvirae sp.,2017.0,3
Human betaherpesvirus 6A,2017.0,2
Sanya eysarcoris guttigerus narnavirus 1,2017.0,1
Sanya eysarcoris guttigerus iflavirus 1,2017.0,1
Human betaherpesvirus 5,2017.0,311
Sanya endornavirus 1,2017.0,1
Sheep polyomavirus 1,2017.0,1
Hepatovirus A,2017.0,302
Human astrovirus MLB2,2017.0,1
Human astrovirus,2017.0,93
Lettuce big-vein associated varicosavirus,2017.0,27
Lentinula edodes mycovirus HKB,2017.0,1
Sanya amalgavirus 1,2017.0,1
Hibiscus chlorotic ringspot virus,2017.0,3
Shelly beach virus,2017.0,6
Lentinula lentinuvirus,2017.0,2
Hipoen jatkoon virus 1,2017.0,2
Sanya Iflavirus 6,2017.0,1
Lentinula edodes tymo-like virus 1,2017.0,1
Lentinula edodes tobamo-like virus 1,2017.0,1
Sanya Iflavirus 5,2017.0,1
Lentinula edodes partitivirus 3,2017.0,2
Homarus gammarus nudivirus,2017.0,2
Homavirus sp.,2017.0,51
Shrew hepatitis B virus,2017.0,3
Lentinula edodes partitivirus 2,2017.0,2
Sanya Iflavirus 4,2017.0,1
Hop latent virus,2017.0,5
Sanya Bunyavirales-like virus 1,2017.0,2
Hop mosaic virus,2017.0,3
Hubei tick virus 2,2017.0,2
Leopardus wiedii papillomavirus type 1,2017.0,1
Hipoen jatkoon virus,2017.0,1
Hubei virga-like virus 11,2017.0,1
Lepidopteran iteradensovirus 2,2017.0,2
Human adenovirus sp.,2017.0,81
Sanya Ischnura senegalensis xinmovirus 1,2017.0,1
Leptosphaerulina chartarum flexivirus 1,2017.0,1
Salmonid novirhabdovirus,2017.0,9
Leptonychotes weddellii papillomavirus 7,2017.0,1
Hibiscus latent Fort Pierce virus,2017.0,1
Hibiscus latent Singapore virus,2017.0,1
Sanya Ischnura senegalensis iflavirus 2,2017.0,1
Sanya Nora-like virus,2017.0,1
Humaita-Tubiacanga virus,2017.0,12
Hudson virus,2017.0,2
Hudisavirus sp.,2017.0,1
High Plains wheat mosaic emaravirus,2017.0,2
Sheeppox virus,2017.0,29
Sanya Ischnura senegalensis iflavirus 1,2017.0,1
Saltwater crocodilepox virus,2017.0,2
Hubei virga-like virus 2,2017.0,34
Sanya Iflavirus 7,2017.0,1
Shuangao insect-associated chrysovirus,2017.0,1
Listeria phage vB_Lino_VEfB7,2017.0,1
Listeria phage vB_Liva_VAfA18,2017.0,1
Human respirovirus 3,2017.0,133
Grapevine-associated poty-like virus 1,2017.0,2
Grapevine-associated serpento-like virus 1,2017.0,1
Grapevine-associated sobemo-like virus 1,2017.0,2
Grapevine-associated tombus-like virus 1,2017.0,1
Grapevine-associated tombus-like virus 2,2017.0,1
Grapevine-associated tombus-like virus 3,2017.0,1
Grapevine-associated tombus-like virus 4,2017.0,1
Siphoviridae sp. ctCJE6,2017.0,1
Grapevine-associated tymo-like virus 1,2017.0,1
Grapevine-associated tymo-like virus 2,2017.0,1
Grapevine-associated tymo-like virus 3,2017.0,1
Grapevine-associated virga-like virus 1,2017.0,1
Grapevine-associated virga-like virus 2,2017.0,1
Grapevine-associated virga-like virus 3,2017.0,1
Grapevine-associated virga-like virus 4,2017.0,1
Great Island virus,2017.0,3
Green Sichuan pepper enamovirus,2017.0,1
Grapevine-associated phenui-like virus 1,2017.0,3
Grapevine-associated partitivirus 2,2017.0,1
Grapevine-associated partitivirus 1,2017.0,2
Grapevine-associated noda-like virus 2,2017.0,1
Grapevine-associated narna-like virus 13,2017.0,1
Grapevine-associated narna-like virus 14,2017.0,1
Grapevine-associated narna-like virus 15,2017.0,1
Grapevine-associated narna-like virus 2,2017.0,1
Grapevine-associated narna-like virus 3,2017.0,1
Grapevine-associated narna-like virus 4,2017.0,1
Grapevine-associated narna-like virus 5,2017.0,1
Grapevine-associated narna-like virus 6,2017.0,1
Green Sichuan pepper idaeovirus,2017.0,2
Grapevine-associated narna-like virus 7,2017.0,1
Grapevine-associated narna-like virus 9,2017.0,1
Grapevine-associated negative single-stranded RNA virus 1,2017.0,1
Grapevine-associated negative single-stranded RNA virus 2,2017.0,1
Lymphocystis disease virus 1,2017.0,1
Grapevine-associated negative single-stranded RNA virus 3,2017.0,1
Grapevine-associated negative single-stranded RNA virus 4,2017.0,1
Grapevine-associated negative single-stranded RNA virus 5,2017.0,1
Grapevine-associated noda-like virus 1,2017.0,1
Grapevine-associated narna-like virus 8,2017.0,1
Grapevine-associated narna-like virus 12,2017.0,1
Green Sichuan pepper nepovirus,2017.0,2
Green Sichuan pepper nucleorhabdovirus,2017.0,1
Groundnut ringspot orthotospovirus,2017.0,24
Groundnut rosette assistor virus,2017.0,17
Groundnut rosette virus,2017.0,9
Influenza B virus,2017.0,18882
Lycalopex gymnocercus torque teno virus 2,2017.0,1
Groundnut rosette virus satellite RNA,2017.0,14
Kuia iflavirus,2017.0,1
Guadeloupe Culex tymo-like virus,2017.0,3
Guadeloupe mosquito mononega-like virus,2017.0,2
Lycalopex gymnocercus torque teno virus 1,2017.0,1
Lutraria rhynchaena circular ssDNA virus,2017.0,1
Guadeloupe mosquito quaranja-like virus 1,2017.0,29
Guadeloupe mosquito quaranja-like virus 2,2017.0,4
Guadeloupe mosquito quaranja-like virus 3,2017.0,4
Kuka mita hah virus 1,2017.0,2
Guadeloupe mosquito virus,2017.0,70
Guadeloupe phasivirus,2017.0,3
Kotalahti bat lyssavirus,2017.0,2
Koroku virus,2017.0,1
Groundnut bud necrosis orthotospovirus,2017.0,33
Influenza C virus,2017.0,37
Gregson virus,2017.0,1
Grenada mosquito rhabdovirus,2017.0,1
Inoviridae sp.,2017.0,73
Salmonella phage BPS34L2,2017.0,1
Konjac mosaic virus,2017.0,1
Grenada mosquito rhabdovirus 1,2017.0,1
Ingleside virus,2017.0,1
Grey sealpox virus,2017.0,2
Lymantria dispar multiple nucleopolyhedrovirus,2017.0,3
Grey teal calicivirus,2017.0,1
Grey teal picobirnavirus X,2017.0,2
Grey teal picobirnavirus Z,2017.0,1
Grey teal picobirnavirus y,2017.0,2
Griffon vulture papillomavirus,2017.0,1
Siphoviridae sp. ct7UA22,2017.0,1
Lychnis mottle virus,2017.0,2
Influenza D virus,2017.0,208
Grosmannia clavigera partitivirus 1,2017.0,2
Grey teal parvovirus,2017.0,1
Lutjanus campechanus-associated papillomavirus 1,2017.0,1
Grapevine-associated narna-like virus 11,2017.0,1
Grapevine-associated narna-like virus 1,2017.0,1
Iris yellow spot orthotospovirus,2017.0,3
Knope narna-like virus,2017.0,1
Scotorepens balstoni paramyxovirus,2017.0,1
Grapevine-associated bunya-like virus 1,2017.0,2
Inovirus sp.,2017.0,31
Inoviridae sp. ctD5y3,2017.0,1
Kobuvirus sp.,2017.0,2
Grapevine-associated bunya-like virus 2,2017.0,1
Grapevine-associated cryspo-like virus 1,2017.0,1
Grapevine-associated endornavirus 1,2017.0,1
Grapevine-associated fusarivirus 1,2017.0,1
Grapevine-associated jingchu-like virus 1,2017.0,1
Grapevine-associated levi-like virus 1,2017.0,1
Lymphoproliferative disease virus,2017.0,4
Grapevine-associated levi-like virus 10,2017.0,1
Grapevine-associated levi-like virus 11,2017.0,1
Grapevine-associated levi-like virus 2,2017.0,1
Irkut lyssavirus,2017.0,1
Isahaya Culex iflavirus,2017.0,1
Klebsiella virus Sweeny,2017.0,2
Grapevine-associated botybirnavirus 1,2017.0,2
Grapevine-associated RNA virus 4,2017.0,1
Grapevine-associated RNA virus 5,2017.0,1
Israeli acute paralysis virus,2017.0,8
Grapevine-associated RNA virus 6,2017.0,1
Grapevine-associated RNA virus 7,2017.0,1
Lynx canadensis gammaherpesvirus 1,2017.0,1
Grapevine-associated RNA virus 8,2017.0,1
Grapevine-associated RNA virus 9,2017.0,1
Grapevine-associated levi-like virus 3,2017.0,1
Grapevine-associated botourmia-like virus 1,2017.0,1
Grapevine-associated botourmia-like virus 3,2017.0,1
Grapevine-associated botourmia-like virus 4,2017.0,1
Grapevine-associated botourmia-like virus 5,2017.0,1
Grapevine-associated botourmia-like virus 6,2017.0,1
Grapevine-associated botourmia-like virus 7,2017.0,1
Grapevine-associated botourmia-like virus 8,2017.0,1
Klebsiella virus Sugarland,2017.0,4
Grapevine-associated botourmia-like virus 9,2017.0,1
Grapevine-associated botourmia-like virus 2,2017.0,1
Grapevine-associated narna-like virus 10,2017.0,1
Grapevine-associated levi-like virus 4,2017.0,1
Grapevine-associated levi-like virus 5,2017.0,1
Grapevine-associated mitovirus 5,2017.0,1
Grapevine-associated mitovirus 6,2017.0,1
Grapevine-associated mitovirus 7,2017.0,1
Grapevine-associated mitovirus 8,2017.0,1
Grapevine-associated mitovirus 9,2017.0,1
Grapevine-associated mononega-like virus 1,2017.0,1
Grapevine-associated mononega-like virus 2,2017.0,1
Grapevine-associated mononega-like virus 4,2017.0,1
Grapevine-associated mononega-like virus 5,2017.0,1
Grapevine-associated mononega-like virus 6,2017.0,1
Grapevine-associated mononega-like virus 7,2017.0,1
Grapevine-associated mycobunya-like virus 1,2017.0,1
Grapevine-associated mycobunya-like virus 2,2017.0,1
Grapevine-associated mycobunya-like virus 3,2017.0,1
Grapevine-associated mycobunya-like virus 4,2017.0,1
Grapevine-associated mymona-like virus 1,2017.0,1
Grapevine-associated mymona-like virus 2,2017.0,1
Grapevine-associated mitovirus 4,2017.0,1
Grapevine-associated mitovirus 3,2017.0,1
Grapevine-associated mitovirus 22,2017.0,1
Grapevine-associated mitovirus 21,2017.0,1
Grapevine-associated levi-like virus 6,2017.0,1
Grapevine-associated levi-like virus 7,2017.0,1
Grapevine-associated levi-like virus 8,2017.0,1
Grapevine-associated levi-like virus 9,2017.0,1
Grapevine-associated marafivirus,2017.0,22
Grapevine-associated mitovirus 1,2017.0,1
Grapevine-associated mitovirus 10,2017.0,1
Grapevine-associated mitovirus 11,2017.0,1
Inoviridae sp. ctBZ32,2017.0,1
Grapevine-associated mitovirus 12,2017.0,1
Grapevine-associated mitovirus 14,2017.0,1
Grapevine-associated mitovirus 15,2017.0,1
Grapevine-associated mitovirus 16,2017.0,1
Grapevine-associated mitovirus 17,2017.0,1
Grapevine-associated mitovirus 18,2017.0,1
Grapevine-associated mitovirus 19,2017.0,1
Grapevine-associated mitovirus 2,2017.0,1
Grapevine-associated mitovirus 20,2017.0,1
Grapevine-associated mitovirus 13,2017.0,1
Salmonella phage Matapan,2017.0,1
Guangxi tick virus,2017.0,24
Guangzhou sobemo-like virus,2017.0,4
Hyperionvirus sp.,2017.0,54
Lactobacillus phage Silenus,2017.0,1
Salmonella phage vB_SenS_PHB06,2017.0,1
Salmonella phage vB_SenS_SB10,2017.0,1
Salmonella phage vB_SenS_SB15,2017.0,1
Sanya virga-like virus 2,2017.0,1
Salmonella phage vB_SenS_SB28,2017.0,2
Husavirus XZ99_XZ_CHN_2017,2017.0,1
Husavirus XZ98_XZ_CHN_2017,2017.0,1
Husavirus XZ97_XZ_CHN_2017,2017.0,1
Husavirus XZ93_XZ_CHN_2017,2017.0,1
Husavirus XZ115_XZ_CHN_2017,2017.0,1
Sanya virga-like virus 1,2017.0,1
Salmonella phage vB_SenS_SB3,2017.0,1
Husavirus XZ114_XZ_CHN_2017,2017.0,1
Salmonella phage vB_SenS_SB6,2017.0,1
Salmonella phage vB_SenS_SB9,2017.0,1
Salmonella phage vB_SenM_SB18,2017.0,1
Hypsugopox virus,2017.0,1
Longjawed orbweaver circular virus 1,2017.0,2
Salmonella phage vB_Sen-E22,2017.0,1
Sin Nombre orthohantavirus,2017.0,18
Ictalurid herpesvirus 1,2017.0,1
Halhan virus 1,2017.0,1
Seoul orthohantavirus,2017.0,40
Halhan virus 2,2017.0,2
Halhan virus 3,2017.0,2
Salmonella phage vB_SalM-LPST94,2017.0,1
Salmonella phage vB_SalM_SA002,2017.0,1
Husavirus XZ112_XZ_CHN_2017,2017.0,1
Salmonella phage vB_SalS-LPSTLL,2017.0,1
Salmonella phage vB_SalS_SA001,2017.0,1
Hammarskog noda-like virus,2017.0,1
Hammarskog picorna-like virus,2017.0,1
Simian-Human immunodeficiency virus,2017.0,1895
Ia io coronavirus 171986,2017.0,1
Hammarskog tombus-like virus,2017.0,1
Hammarskog virga-like virus,2017.0,1
Hancheng leafhopper mivirus,2017.0,1
Lactobacillus phage Sabazios,2017.0,1
Sina virus,2017.0,5
Husavirus XZ111_XZ_CHN_2017,2017.0,1
Salmonella phage vB_SenTO17,2017.0,1
Human salivirus,2017.0,16
Human rotavirus,2017.0,438
Hangzhou levivirus 2,2017.0,1
Little cherry virus 2,2017.0,5
Sanya totivirus 7,2017.0,1
Sanya totivirus 6,2017.0,1
Little cherry virus 1,2017.0,17
Serratia virus MTx,2017.0,2
Serratia virus Moabite,2017.0,2
Sanya totivirus 5,2017.0,1
Serratia virus MyoSmar,2017.0,2
Serratia virus Parlo,2017.0,2
Sesame curly top virus,2017.0,6
Setosphaeria turcica ambiguivirus 1,2017.0,1
Setosphaeria turcica hypovirus 1,2017.0,1
Setosphaeria turcica mitovirus 1,2017.0,1
Salmonella virus Jersey,2017.0,1
Humpback whale blow-associated circo-like virus 1,2017.0,1
Humpback whale blow-associated circo-like virus 2,2017.0,2
Simian immunodeficiency virus,2017.0,155
Humpback whale blow-associated denso-like virus,2017.0,1
Hunnivirus sp.,2017.0,11
Serratia phage KpHz_2,2017.0,1
Sanya totivirus 9,2017.0,1
Serratia phage KpLz-2_45,2017.0,1
Serratia phage KpLz_1_41,2017.0,1
Salmonella phage vaffelhjerte,2017.0,1
Sanya totivirus 8,2017.0,1
Salmonella phage wast,2017.0,1
Husavirus XZ110_XZ_CHN_2017,2017.0,1
Salmonella phage zoltan,2017.0,1
Serratia phage KpYy_1_41,2017.0,2
Lobuck virus,2017.0,10
Lloydbraun partiti-like virus,2017.0,1
Serratia phage KpYy_2_45,2017.0,1
Humpback whale blow-associated tombus-like virus,2017.0,1
Lleida bat lyssavirus,2017.0,1
Humpback whale blow-associated picornavirus,2017.0,1
Lizard atadenovirus A,2017.0,1
Serratia phage KpXa_1,2017.0,1
Salmonella phage triss,2017.0,1
Hagerguy virus,2017.0,2
Salmonella phage templet,2017.0,1
Guiyang argiope bruennichi iflavirus 2,2017.0,1
Sapelovirus B,2017.0,1
Indiana vesiculovirus,2017.0,1
Sapelovirus A,2017.0,112
La Jolla virus,2017.0,1
Senecavirus A,2017.0,72
Salmonella phage SeTs-2,2017.0,1
Labrador amdoparvovirus 1,2017.0,5
Impatiens necrotic spot orthotospovirus,2017.0,1
Lactarius rufus orthocurvulavirus 1,2017.0,20
Salmonella phage UPWr_S2,2017.0,1
Salmonella phage UPWr_S3,2017.0,1
Salmonella phage UPWr_S4,2017.0,1
Guiyang nephotettix cincticeps rhabdovirus 1,2017.0,1
Sindbis virus,2017.0,5
Salmonella phage UPWr_S5,2017.0,1
Lactarius tabidus orthocurvulavirus 1,2017.0,8
Loramyces juncicola mitovirus 1,2017.0,1
Infectious bursal disease virus,2017.0,380
Kyuri green mottle mosaic virus,2017.0,2
Lotchka virus,2017.0,3
Guapiacu virus,2017.0,6
Guarani virus,2017.0,1
Luna mammarenavirus,2017.0,2
Seewis orhtohantavirus,2017.0,1
Lumpy skin disease virus,2017.0,75
Gudgenby Calliphora mononega-like virus,2017.0,1
Gudgenby flavi-like virus,2017.0,1
Influenza A virus,2017.0,74569
Salmonella phage assan,2017.0,1
Luffa aphid-borne yellows virus,2017.0,1
Guinea fowl picornavirus,2017.0,2
Kwanza mammarenavirus,2017.0,4
Ludwigia yellow vein Vietnam virus,2017.0,5
Infectious spleen and kidney necrosis virus,2017.0,21
Salmonella phage SE131,2017.0,1
Kyasanur Forest disease virus,2017.0,8
Siphoviridae sp.,2017.0,272
Infectious pancreatic necrosis virus,2017.0,9
Ludwigia yellow vein virus,2017.0,2
Lactobacillus phage Bassarid,2017.0,1
Salmonella phage beppo,2017.0,1
Salmonella phage blauehaus,2017.0,1
Gyromitra esculenta endornavirus 1,2017.0,1
Gyrovirus 3,2017.0,3
Gyrovirus 6,2017.0,2
Salmonella phage polluks,2017.0,1
Gyrovirus galga1,2017.0,2
Iflavirus sp.,2017.0,9
Salmonella phage renfri,2017.0,1
Iflavirus IricIV-1,2017.0,1
Salmonella phage pink,2017.0,1
Gyrovirus homsa1,2017.0,1
Salmonella phage rutana,2017.0,1
Salmonella phage sidste,2017.0,1
Salmonella phage skrot,2017.0,1
Salmonella phage smaug,2017.0,1
HMO Astrovirus A,2017.0,1
HP38A virus,2017.0,1
Haartman Institute snake virus 2,2017.0,2
Haemaphysalis flava iflavirus,2017.0,1
Salmonella phage rivia,2017.0,1
Grapevine-associated RNA virus 2,2017.0,1
Salmonella phage phagemcphageface,2017.0,1
Salmonella phage nenneke,2017.0,1
Lactobacillus phage Dionysus,2017.0,1
Salmonella phage bobsandoy,2017.0,1
Salmonella phage brorfarstad,2017.0,1
Salmonella phage brunost,2017.0,1
Ilheus virus,2017.0,1
Salmonella phage bux,2017.0,1
Salmonella phage celemicas,2017.0,1
Salmonella phage ciri,2017.0,1
Gungahlin flea-associated Ilarvirus,2017.0,1
Salmonella phage demigod,2017.0,1
Salmonella phage emhyr,2017.0,1
Salmonella phage emiel,2017.0,1
Salmonella phage ende,2017.0,1
Salmonella phage falkor,2017.0,1
Salmonella phage gmork,2017.0,1
Salmonella phage horsemountain,2017.0,1
Salmonella phage kage,2017.0,1
Salmonella phage misterkot,2017.0,1
Salmonella phage dunkel,2017.0,1
Soybean blotchy mosaic virus,2017.0,15
Phaseolus vulgaris alphaendornavirus 2,2017.0,1
Giant house spider associated circular virus 4,2017.0,2
Broad bean wilt virus 2,2017.0,15
Brome mosaic virus,2017.0,10
Brown dog tick phlebovirus 1,2017.0,6
Brown dog tick phlebovirus 2,2017.0,2
Browner virus,2017.0,2
Brunton virus,2017.0,2
Bughendera ledantevirus,2017.0,1
Bulatov virus,2017.0,1
Bumble bee Mayfield virus 1-like,2017.0,1
Bunyamwera orthobunyavirus,2017.0,12
CHeRI orbivirus 1,2017.0,10
CHeRI orbivirus 2-1,2017.0,10
CHeRI orbivirus 3-1,2017.0,10
CRESS associated satellite molecule,2017.0,2
CRESS virus SC_1_H1_2017,2017.0,1
CRESS virus sp.,2017.0,642
CRESS virus sp. ct0Vt4,2017.0,1
CRESS virus sp. ct1Gc25,2017.0,1
CRESS virus sp. ct4af14,2017.0,1
CRESS virus sp. ct6pe1,2017.0,1
CRESS virus sp. ctBNR11,2017.0,1
CRESS virus sp. ctWOo3,2017.0,1
CRESS virus sp. ctYls24,2017.0,1
CRESS virus sp. cta0f7,2017.0,1
CRESS virus sp. ctbTJ1,2017.0,1
Broad bean wilt virus 1,2017.0,11
CRESS virus sp. ctczB4,2017.0,1
Brent toti-like virus,2017.0,1
Brassica yellows virus,2017.0,5
Vibrio phage 2TSL2019,2017.0,2
Botrytis virus F,2017.0,4
Bougainvillea chlorotic vein banding virus,2017.0,1
Bourbon virus,2017.0,6
Bovine adenovirus 11,2017.0,3
Bovine alphaherpesvirus 1,2017.0,8
Bovine atadenovirus D,2017.0,4
Bovine atadenovirus E,2017.0,5
Bovine calicivirus LZB-1,2017.0,1
Bovine calicivirus YLA-1,2017.0,1
Bovine calicivirus YLA-2,2017.0,1
Bovine fever ephemerovirus,2017.0,28
Bovine foamy virus,2017.0,4
Bovine gammaherpesvirus 4,2017.0,8
Bovine leukemia virus,2017.0,162
Bovine mastadenovirus B,2017.0,20
Bovine mastadenovirus C,2017.0,7
Bovine orthopneumovirus,2017.0,3
Bovine papillomavirus,2017.0,3
Bovine papular stomatitis virus,2017.0,11
Bovine picobirnavirus,2017.0,3
Bovine polyomavirus 2,2017.0,1
Bovine respirovirus 3,2017.0,7
Bovine torovirus,2017.0,9
Bradybaena similaris medionivirus,2017.0,1
Brazilian cedratvirus IHUMI,2017.0,1
Vibrio phage 5 TSL-2019,2017.0,1
CRESS virus sp. cte1G3,2017.0,1
CRESS virus sp. ctfsu28,2017.0,1
Camellia oleifera geminivirus,2017.0,2
Verticillium longisporum ambiguivirus 1,2017.0,1
Camellia ringspot associated virus 4,2017.0,1
Camellia yellow ringspot virus,2017.0,2
Camellia-associated marafivirus,2017.0,1
Vera virus,2017.0,2
Venezuelan equine encephalitis virus,2017.0,2
Canada goose coronavirus,2017.0,2
Canarypox virus,2017.0,2
Cane toad-associated bunyavirus,2017.0,8
Cane toad-associated chuvirus,2017.0,8
Varroa orthomyxovirus-1,2017.0,12
Cane toad-associated dicistrovirus,2017.0,2
Canid alphaherpesvirus 1,2017.0,1
Canine astrovirus,2017.0,9
Canine bocavirus,2017.0,1
Varroa destructor virus 1,2017.0,1
Canine bocavirus 2,2017.0,8
Canine circovirus,2017.0,40
Canine kobuvirus,2017.0,42
Canine mastadenovirus A,2017.0,14
Canine morbillivirus,2017.0,106
Canine papillomavirus 22,2017.0,2
Canine papillomavirus 23,2017.0,1
Canine vesivirus,2017.0,1
Camellia japonica-associated emaravirus 1,2017.0,8
CRESS virus sp. ctf7a5,2017.0,1
Camellia chlorotic dwarf-associated virus,2017.0,1
Calumiyane virus,2017.0,2
CRESS virus sp. ctin15,2017.0,1
CRESS virus sp. ctjUS5,2017.0,1
CRESS virus sp. ctmn412,2017.0,1
CRESS virus sp. ctpVY4,2017.0,1
CRESS virus sp. ctrF513,2017.0,1
CRESS virus sp. ctwD22,2017.0,1
CRESS virus sp. ctxk12,2017.0,1
Caaingua virus,2017.0,6
Cabbage leaf curl deltasatellite,2017.0,5
Cabbage leaf curl virus,2017.0,20
Cacao red vein-banding virus,2017.0,9
Cacao swollen shoot CD virus,2017.0,2
Cacao swollen shoot CE virus,2017.0,2
Cacao swollen shoot Togo B virus,2017.0,34
Cactus carlavirus 1,2017.0,1
Cactus carlavirus 2,2017.0,1
Cafluga virus,2017.0,1
Calbertado virus,2017.0,1
Caliciviridae sp.,2017.0,1
Calla lily chlorotic spot orthotospovirus,2017.0,6
Callamezzo narna-like virus,2017.0,1
Vespadelus regulus paramyxovirus,2017.0,2
Vespadelus regulus alphacoronavirus,2017.0,5
Vespadelus regulus adenovirus,2017.0,3
Vespadelus baverstocki alphacoronavirus,2017.0,1
Camel contagious ecthyma virus,2017.0,1
Vibrio phage HNL01,2017.0,1
Vibrio phage ICP1_2017_F_Mathbaria,2017.0,1
Vibrio phage KIT04,2017.0,1
Bemisia tabaci picorna-like virus 1,2017.0,1
Bemisia tabaci picorna-like virus 2,2017.0,1
Bemisia tabaci virga-like virus 2,2017.0,1
Benes partiti-like virus,2017.0,1
Beta vulgaris mitovirus 1,2017.0,15
Betaarterivirus suid 1,2017.0,13
Betaarterivirus suid 2,2017.0,73
Watermelon green mottle mosaic virus,2017.0,1
Watermelon chlorotic stunt virus,2017.0,5
Betacoronavirus 1,2017.0,141
Betacoronavirus RtCoV/Steatomys/UPR451/LP/RSA/2017,2017.0,1
Watermelon bud necrosis orthotospovirus,2017.0,4
Betacoronavirus sp.,2017.0,8
Waterbird 1 orthobornavirus,2017.0,4
Betanodavirus Dl-417-Dec17,2017.0,2
Betanodavirus Sa-416-Dec17,2017.0,2
Betanodavirus sp.,2017.0,4
Wasabi mottle virus,2017.0,1
Wangarabell virus,2017.0,1
Bhendi yellow vein mosaic virus,2017.0,6
