,Taxonomy,Collection_Date,Cumulative_Count,Count
59596,Sara tick phlebovirus,2018.0,2,2
59597,Botrytis cinerea ourmia-like virus 7,2018.0,1,1
59598,Pasivirus A,2018.0,91,19
59599,Staphylococcus phage PhiSepi-HH1,2018.0,51,51
59600,Botrytis cinerea ourmia-like virus 8,2018.0,1,1
59601,Pasivirus,2018.0,91,19
59602,Deltapapillomavirus 4,2018.0,710,45
59603,Botrytis cinerea ourmia-like virus 9,2018.0,1,1
59604,Sapporo virus,2018.0,3679,227
59605,Staphylococcus phage PI-Sepi-HH2,2018.0,45,45
59606,Deltapapillomavirus 6,2018.0,35,7
59607,Parvovirus NIH-CQV,2018.0,63,18
59608,Erwinia phage PEar1,2018.0,10,10
59609,Saimiri boliviensis polyomavirus 1,2018.0,108,6
59610,Deltapapillomavirus sp.,2018.0,16,7
59611,Rhadinovirus,2018.0,6986,132
59612,Passer montanus parvoviridae sp.,2018.0,2,2
59613,Botrytis cinerea mitovirus 10,2018.0,1,1
59614,Staphylococcus phage Maine,2018.0,219,219
59615,Botrytis cinerea partitivirus 3,2018.0,2,2
59616,Botrytis cinerea ssDNA virus 1,2018.0,2,2
59617,Caprine arthritis encephalitis virus,2018.0,2622,102
59618,Rhesus macaque picobirnavirus,2018.0,2,2
59619,Rhinacovirus sp.,2018.0,28,1
59620,Rhinella marina hepe-like virus,2018.0,1,1
59621,Deltapapillomavirus,2018.0,847,66
59622,Synechococcus virus SP4,2018.0,390,390
59623,Canine papillomavirus,2018.0,26,1
59624,Saimiriine gammaherpesvirus 3,2018.0,17,6
59625,Rhinovirus C,2018.0,4059,83
59626,Botrytis cinerea ourmia-like virus 5,2018.0,1,1
59627,Rubus virus 1,2018.0,24,24
59628,Sapelovirus sp.,2018.0,4,4
59629,Erwinia phage PEar4,2018.0,10,10
59630,Capsicum frutescens endornavirus 1,2018.0,32,2
59631,Botrytis cinerea mitovirus 3,2018.0,1,1
59632,Dendrocopos leucotos CRESS-DNA-virus sp.,2018.0,2,2
59633,Dendrocopos leucotos Chaphamaparvovirus,2018.0,2,2
59634,Dendrocopos leucotos parvoviridae sp.,2018.0,3,3
59635,Parsley yellow leaf curl virus,2018.0,6,6
59636,Parsley severe stunt associated virus,2018.0,35,16
59637,Rhabdoviridae sp.,2018.0,151,15
59638,Parsley severe stunt alphasatellite 4,2018.0,3,1
59639,Parsley severe stunt alphasatellite 3,2018.0,3,1
59640,Parsley severe stunt alphasatellite 2.2,2018.0,3,2
59641,Parsley severe stunt alphasatellite 2.1,2018.0,3,2
59642,Parsley severe stunt alphasatellite 1,2018.0,3,2
59643,Sapelovirus A,2018.0,456,44
59644,Satsuma dwarf virus,2018.0,7,2
59645,Passiflora mottle virus,2018.0,8,2
59646,Passion fruit green spot virus,2018.0,42,14
59647,Parry's Creek toti-like virus 1,2018.0,2,2
59648,Parry's Creek negev-like virus 1,2018.0,4,4
59649,Passion fruit leaf curl virus,2018.0,6,6
59650,Botrytis cinerea victorivirus 2-BCI8,2018.0,2,2
59651,Scaphoideus titanus iflavirus 2,2018.0,1,1
59652,Demerecviridae,2018.0,29357,7014
59653,Saphexavirus,2018.0,816,204
59654,Staphylococcus phage KSAP7,2018.0,187,187
59655,Botrytis cinerea hypovirus 5,2018.0,1,1
59656,Canine morbillivirus,2018.0,2752,201
59657,Botrytis cinerea hypovirus 4,2018.0,2,2
59658,Passiflora edulis symptomless virus,2018.0,84,70
59659,Canine mastadenovirus A,2018.0,314,28
59660,Capripoxvirus,2018.0,6438,830
59661,Rhinovirus B,2018.0,932,20
59662,Deltavirus,2018.0,1241,191
59663,Botrytis cinerea ourmia-like virus 6,2018.0,1,1
59664,Sardine picornavirus FL22,2018.0,1,1
59665,Parus major parvoviridae sp.,2018.0,1,1
59666,Capsicum chlorosis orthotospovirus,2018.0,108,8
59667,Bangali torovirus,2018.0,5,5
59668,Botrytis cinerea hypovirus 3,2018.0,1,1
59669,Erwinia phage PEar2,2018.0,10,10
59670,Parus major densovirus,2018.0,13,3
59671,Equus caballus papillomavirus 9,2018.0,7,7
59672,Canine kobuvirus,2018.0,132,2
59673,Partitiviridae sp.,2018.0,43,30
59674,Botrytis cinerea hypovirus 2,2018.0,1,1
59675,Bluegill toti-like virus 1,2018.0,2,2
59676,Canine circovirus,2018.0,321,66
59677,Partitiviridae,2018.0,1400,246
59678,Botrytis cinerea victorivirus 2,2018.0,2,2
59679,Canine bocavirus,2018.0,103,1
59680,Diaporthe pseudophoenicicola DNA virus 1,2018.0,2,2
59681,Passer montanus ambidensovirus,2018.0,3,3
59682,Schistocephalus solidus toti-like virus 2,2018.0,2,2
59683,Paramyxovirus PREDICT_PMV-173,2018.0,1,1
59684,Schistocephalus solidus jingchuvirus,2018.0,1,1
59685,Bat mastadenovirus,2018.0,411,38
59686,Saint Louis encephalitis virus,2018.0,272,28
59687,Paramyxovirus PREDICT_PMV-86,2018.0,3,1
59688,Paramyxovirus PREDICT_PMV-174,2018.0,6,6
59689,Schitoviridae,2018.0,12186,738
59690,Botrytis cinerea victorivirus 3,2018.0,2,2
59691,Equid alphaherpesvirus 3,2018.0,188,3
59692,Pea necrotic yellow dwarf alphasatellite 7,2018.0,1,1
59693,Orthobornavirus,2018.0,1375,76
59694,Barley virus G,2018.0,40,10
59695,Paramyxovirus PREDICT_PMV-67,2018.0,21,7
59696,Paramyxovirus PREDICT_PMV-66,2018.0,37,5
59697,Pea necrotic yellow dwarf virus,2018.0,179,3
59698,Barley yellow dwarf virus,2018.0,148,3
59699,Schistocephalus solidus rhabdovirus,2018.0,6,6
59700,Squash leaf curl virus,2018.0,317,30
59701,Equid alphaherpesvirus 4,2018.0,1995,7
59702,Schistocephalus solidus bunya-like virus,2018.0,2,2
59703,Paramyxovirus PREDICT_PMV-172,2018.0,1,1
59704,Schlumbergera virus X,2018.0,14,1
59705,Pea necrotic yellow dwarf alphasatellite 6,2018.0,2,1
59706,Botrytis cinerea victorivirus 3-BCS16,2018.0,2,2
59707,Cardiovirus B,2018.0,683,2
59708,Botrytis cinerea mycovirus 5,2018.0,3,3
59709,Botrytis cinerea victorivirus 2-BCS9,2018.0,2,2
59710,Botrytis cinerea RNA virus 1,2018.0,6,2
59711,Dicistroviridae sp. 1,2018.0,3,3
59712,Botrytis cinerea negative-stranded RNA virus 3,2018.0,4,4
59713,Sakhalin orthonairovirus,2018.0,22,3
59714,Strawberry pallidosis-associated virus,2018.0,39,22
59715,Botrytis cinerea victorivirus 3-BCS13,2018.0,2,2
59716,Dicistroviridae sp. 2,2018.0,1,1
59717,Schizotequatrovirus,2018.0,2979,381
59718,Dicistroviridae sp. 3,2018.0,2,2
59719,Reoviridae,2018.0,118719,4324
59720,Dicistroviridae sp. 4,2018.0,1,1
59721,Dickeya phage Ds3CZ,2018.0,206,206
59722,Botrytis cinerea negative-stranded RNA virus 4,2018.0,4,4
59723,Botrytis botoulivirus,2018.0,1,1
59724,Pea seed-borne mosaic virus,2018.0,33,5
59725,Schistocephalus solidus toti-like virus 1,2018.0,2,2
59726,Paramyxovirus PREDICT_PMV-4,2018.0,1,1
59727,Paramyxovirus PREDICT_PMV-175,2018.0,7,7
59728,Paramyxovirus PREDICT_PMV-3,2018.0,2,1
59729,Strawberry mild yellow edge virus,2018.0,241,2
59730,Peanut mottle virus,2018.0,27,4
59731,Blackcurrant leafroll-associated virus 1,2018.0,77,3
59732,Delphin virus 3,2018.0,2,2
59733,Botrytis cinerea victorivirus 2-BCS14,2018.0,2,2
59734,Ruthyvirus,2018.0,288,142
59735,Pear chlorotic leaf spot-associated emaravirus,2018.0,22,5
59736,Strawberry mottle virus,2018.0,83,67
59737,Delphin virus 2,2018.0,4,4
59738,Cardiovirus,2018.0,881,2
59739,Reoviridae sp.,2018.0,854,82
59740,Paramyxovirus PREDICT_PMV-24,2018.0,6,4
59741,Paramyxovirus PREDICT_PMV-20,2018.0,23,8
59742,Botrytis cinerea victorivirus 2-BCS8,2018.0,2,2
59743,Squash leaf curl China virus,2018.0,254,21
59744,Equid alphaherpesvirus 1,2018.0,7403,63
59745,Dicistroviridae sp.,2018.0,287,256
59746,Synechococcus phage S-B68,2018.0,229,229
59747,Botryotinia fuckeliana partitivirus 1,2018.0,2,2
59748,Botrytis cinerea narnavirus 4,2018.0,1,1
59749,Rhizoctonia solani endornavirus 1,2018.0,10,6
59750,Schistocephalus solidus toti-like virus 3,2018.0,3,3
59751,Botrytis cinerea negative stranded RNA virus 10,2018.0,1,1
59752,Botrytis cinerea negative stranded RNA virus 11,2018.0,1,1
59753,Botrytimonavirus botrytidis,2018.0,12,12
59754,Reptarenavirus,2018.0,711,18
59755,Synechococcus phage S-B05,2018.0,317,317
59756,Blackcurrant reversion virus,2018.0,8,7
59757,Botrytimonavirus,2018.0,18,12
59758,Cardamom vein clearing nucleorhabdovirus 1,2018.0,6,6
59759,Botrytis cinerea negative-stranded RNA virus 2,2018.0,1,1
59760,Botrytis cinerea negative stranded RNA virus 9,2018.0,1,1
59761,Paramyxovirus PREDICT_PMV-63,2018.0,10,4
59762,Paramyxovirus PREDICT_PMV-6,2018.0,4,2
59763,Paramyxovirus PREDICT_PMV-58,2018.0,4,3
59764,Paramyxovirus PREDICT_PMV-5,2018.0,6,3
59765,Synechococcus phage S-B43,2018.0,291,291
59766,Botrytis cinerea negative stranded RNA virus 8,2018.0,1,1
59767,Botrytis cinerea victorivirus 3-BCS17,2018.0,2,2
59768,Botrytis cinerea victorivirus 2-BCS12,2018.0,2,2
59769,Squash mosaic virus,2018.0,20,4
59770,Dichorhavirus,2018.0,209,22
59771,Pectobacterium phage CX5,2018.0,55,55
59772,Scaphoideus titanus sobemo-like virus 2,2018.0,3,3
59773,Scaphoideus titanus toti-like virus 1,2018.0,6,6
59774,Botrytis cinerea botoulivirus 18,2018.0,1,1
59775,Botrytis cinerea bocivirus 1,2018.0,3,3
59776,Barley yellow dwarf virus GAV,2018.0,264,3
59777,Scaphoideus titanus-associated partiti-like virus 1,2018.0,2,2
59778,Rhizoctonia solani megabirnavirus 2,2018.0,3,3
59779,Botrytis cinerea binarnavirus 5,2018.0,2,2
59780,Pea necrotic yellow dwarf alphasatellite 1,2018.0,3,1
59781,Dicistroviridae,2018.0,2180,462
59782,Strawberry crinkle cytorhabdovirus,2018.0,38,8
59783,Pectobacterium phage Arno18,2018.0,147,147
59784,Eqcopivirus EqCoPV_8,2018.0,2,2
59785,Botrytis cinerea binarnavirus 3,2018.0,2,2
59786,Pea necrotic yellow dwarf alphasatellite 4,2018.0,2,1
59787,Pea necrotic yellow dwarf alphasatellite 5,2018.0,4,2
59788,Deltacoronavirus,2018.0,1882,365
59789,Scaphoideus titanus sobemo-like virus 1,2018.0,3,3
59790,Pectobacterium phage CX5-1,2018.0,55,55
59791,Scaphoideus titanus reo-like virus 1,2018.0,12,12
59792,Rhizoctonia solani endornavirus 10,2018.0,1,1
59793,Rhizoctonia solani hypovirus 5,2018.0,1,1
59794,Rubus yellow net virus,2018.0,53,6
59795,Rhizoctonia solani hypovirus 6,2018.0,1,1
59796,Pectobacterium phage Horatius,2018.0,102,102
59797,Parapoxvirus,2018.0,3993,359
59798,Spumavirus,2018.0,2115,5
59799,Botrytis cinerea ourmia-like virus 10,2018.0,1,1
59800,Rhizoctonia solani hypovirus 7,2018.0,1,1
59801,Paramyxovirus PREDICT_PMV-168,2018.0,3,1
59802,Barley yellow dwarf virus MAV,2018.0,71,6
59803,Schmallenberg orthobunyavirus,2018.0,476,14
59804,Eqcopivirus EqCoPV_11,2018.0,2,2
59805,Scaphoideus titanus permutotetra-like virus 1,2018.0,3,3
59806,Botrytis cinerea ourmia-like virus 1,2018.0,1,1
59807,Botrytis cinerea orthobunya-like virus 1,2018.0,2,2
59808,Botrytis porri botybirnavirus 1,2018.0,6,2
59809,Synechococcus phage S-H68,2018.0,117,117
59810,Rhizoctonia solani hypovirus 8,2018.0,1,1
59811,Synechococcus phage S-H1,2018.0,64,64
59812,Carlavirus,2018.0,4461,638
59813,Peanut stunt virus,2018.0,120,4
59814,Botrytis cinerea mitovirus 8,2018.0,1,1
59815,Botrytis cinerea mycovirus 4,2018.0,4,4
59816,Paramyxovirus PREDICT_PMV-170,2018.0,1,1
59817,Botrytis cinerea binarnavirus 2,2018.0,2,2
59818,Botrytis cinerea mycovirus 3,2018.0,2,2
59819,Rhizoctonia solani mitovirus 41,2018.0,1,1
59820,Botrytis cinerea mycotymovirus 1,2018.0,1,1
59821,Respiratory syncytial virus,2018.0,2620,19
59822,Rhizoctonia solani mitovirus 43,2018.0,1,1
59823,Respirovirus,2018.0,7072,151
59824,Botrytis cinerea negative-stranded RNA virus 6,2018.0,1,1
59825,Pecari tajacu coronavirus,2018.0,1,1
59826,Synechococcus phage S-E7,2018.0,216,216
59827,Rudiviridae,2018.0,1281,97
59828,Pecentumvirus,2018.0,916,192
59829,Paramyxovirus PREDICT_PMV-169,2018.0,1,1
59830,Botrytis cinerea binarnavirus 1,2018.0,2,2
59831,Rhizoctonia solani mitovirus 42,2018.0,1,1
59832,Pectobacterium phage Arno162,2018.0,146,146
59833,Scapunavirus,2018.0,399,113
59834,Botrytis cinerea negative-stranded RNA virus 5,2018.0,4,4
59835,Botrytis cinerea alpha-like virus 1,2018.0,3,3
59836,Eqcopivirus EqCoPV_9,2018.0,2,2
59837,Schiekvirus,2018.0,1536,187
59838,Porcine teschovirus 18,2019.0,1,1
59839,Hepeviridae sp.,2019.0,28,4
59840,High Plains wheat mosaic emaravirus,2019.0,64,24
59841,Human bocavirus,2019.0,2144,24
59842,Hepevirus sp.,2019.0,5,4
59843,Vibrio phage JSF37,2019.0,46,46
59844,Broad bean wilt virus 2,2019.0,160,10
59845,Maize streak virus,2019.0,2917,12
59846,Porcine parvovirus 5,2019.0,229,3
59847,Bemisia tabaci toti-like virus 1,2019.0,2,2
59848,Gammapolyomavirus,2019.0,559,13
59849,Maldovirus,2019.0,226,54
59850,Influenza B virus,2019.0,144707,19983
59851,Amur virus,2019.0,29,2
59852,Rosavirus,2019.0,38,5
59853,Influenza A virus,2019.0,971415,90880
59854,Salmonella phage SP2 SHa-2019,2019.0,123,123
59855,Human immunodeficiency virus 2,2019.0,3376,20
59856,Buffalo astrovirus,2019.0,19,19
59857,Hepeviridae,2019.0,17388,818
59858,Hibiscus latent Fort Pierce virus,2019.0,25,10
59859,Iotatorquevirus,2019.0,1118,3
59860,Porcine teschovirus 21,2019.0,3,1
59861,Megrivirus sp.,2019.0,17,17
59862,Varroa destructor virus 2,2019.0,4,1
59863,Citrus leprosis virus C2,2019.0,55,8
59864,Hibiscus yellow blotch virus,2019.0,6,6
59865,Measles morbillivirus,2019.0,16422,2357
59866,Porcine parvovirus 2,2019.0,483,3
59867,Bellamyvirus,2019.0,1554,237
59868,Simian-Human immunodeficiency virus,2019.0,14599,256
59869,Hibiscus latent Singapore virus,2019.0,21,7
59870,Human immunodeficiency virus 1,2019.0,1000597,9682
59871,Sacbrood virus,2019.0,484,12
59872,Actinidia virus B,2019.0,62,22
59873,Bemisia tabaci virga-like virus 1,2019.0,5,3
59874,Porcine teschovirus 22,2019.0,1,1
59875,Porcine parvovirus 3,2019.0,25,1
59876,Bemisia tabaci toti-like virus 2,2019.0,2,2
59877,Porcine teschovirus 19,2019.0,2,2
59878,Bromoviridae sp.,2019.0,4,4
59879,Bromoviridae,2019.0,5236,393
59880,Human mastadenovirus B,2019.0,21411,6256
59881,Hippeastrum mosaic virus,2019.0,25,1
59882,Bellamyvirus sp.,2019.0,237,237
59883,Primate T-lymphotropic virus 1,2019.0,3421,253
59884,Alphacoronavirus sp.,2019.0,408,35
59885,Varroa destructor virus 3/5,2019.0,30,4
59886,Bemisia tabaci bromo-like virus 2,2019.0,2,2
59887,Porcine respirovirus 1,2019.0,92,6
59888,Human mastadenovirus C,2019.0,6435,103
59889,Saclayvirus,2019.0,1147,159
59890,Megalocytivirus,2019.0,3650,277
59891,Rose leaf rosette-associated virus,2019.0,39,10
59892,Bemisia tabaci bromo-like virus 1,2019.0,2,2
59893,Porcine reproductive and respiratory syndrome virus,2019.0,36787,762
59894,Botrytis cinerea mitovirus 9,2019.0,1,1
59895,Andes orthohantavirus,2019.0,166,3
59896,Chicken circovirus 5,2019.0,2,2
59897,Anatid alphaherpesvirus 1,2019.0,754,4
59898,Vibrio phage NF,2019.0,75,75
59899,Gooseberry vein banding associated virus,2019.0,30,1
59900,Sheepavirus Davis_19N,2019.0,2,2
59901,Porcine teschovirus 15,2019.0,7,3
59902,Porcine teschovirus 16,2019.0,4,1
59903,Roseolovirus,2019.0,6705,115
59904,Actinidia virus A,2019.0,87,22
59905,Vibrio phage MZH0603,2019.0,54,54
59906,Herpesviridae,2019.0,173797,4139
59907,Bemisia tabaci bromo-like virus 3,2019.0,2,2
59908,Makri bunya-like virus,2019.0,1,1
59909,Betacoronavirus sp. RsYN03,2019.0,10,10
59910,Human gammaherpesvirus 4,2019.0,26540,22
59911,Bemisia tabaci bromo-like virus 6,2019.0,1,1
59912,Inoviridae sp.,2019.0,7748,166
59913,Maize yellow mosaic virus,2019.0,553,90
59914,Rose yellow vein virus,2019.0,25,15
59915,Rose yellow leaf virus,2019.0,9,1
59916,Vibrio phage V5,2019.0,10,10
59917,Betaflexiviridae,2019.0,15014,648
59918,Bemisia tabaci bromo-like virus 5,2019.0,1,1
59919,Rose virus B,2019.0,6,6
59920,Velarivirus,2019.0,750,175
59921,Chicken circovirus 4,2019.0,2,2
59922,Rosebushvirus,2019.0,2759,93
59923,Simian immunodeficiency virus,2019.0,38424,5096
59924,Inoviridae,2019.0,8554,176
59925,Herelleviridae,2019.0,43804,2541
59926,Bruynoghevirus,2019.0,1174,428
59927,Rose spring dwarf-associated virus,2019.0,37,25
59928,Rosenblumvirus,2019.0,369,21
59929,Anativirus,2019.0,9,7
59930,Bemisia tabaci bromo-like virus 4,2019.0,1,1
59931,Herelleviridae sp.,2019.0,3682,160
59932,Brown dog tick phlebovirus 2,2019.0,6,4
59933,Anativirus sp.,2019.0,7,7
59934,Bemisia tabaci nege-like virus 1,2019.0,2,2
59935,Actinidia virus 1,2019.0,189,78
59936,Chicken circovirus 3,2019.0,2,2
59937,Human mastadenovirus D,2019.0,7807,48
59938,Bemisia tabaci beny-like virus 2,2019.0,1,1
59939,Bemisia tabaci nege-like virus 3,2019.0,1,1
59940,Salmonella phage STWB21,2019.0,166,166
59941,Vendettavirus,2019.0,1242,310
59942,Bemisia tabaci beny-like virus 1,2019.0,1,1
59943,Bronvirus,2019.0,9981,489
59944,Salmonella phage SP_Thor,2019.0,153,153
59945,Maize stripe tenuivirus,2019.0,104,87
59946,Citrus leprosis virus C,2019.0,589,1
59947,Goose circovirus,2019.0,147,11
59948,Prasinovirus,2019.0,7905,159
59949,Hibiscus chlorotic ringspot virus,2019.0,50,15
59950,Human immunodeficiency virus,2019.0,7371,3
59951,Rosavirus B,2019.0,20,5
59952,Human coronavirus 229E,2019.0,1064,8
59953,Chicken astrovirus,2019.0,451,65
59954,Salmonella phage SP4 SHa-2019,2019.0,120,120
59955,Malacoherpesviridae,2019.0,2047,243
59956,Porcine teschovirus 17,2019.0,3,2
59957,Megrivirus,2019.0,77,24
59958,Heracleum moellendorffii mottle spot virus,2019.0,2,2
59959,Medicago sativa alphapartitivirus 1,2019.0,32,4
59960,Sheeppox virus,2019.0,1350,16
59961,Gammainfluenzavirus,2019.0,1389,9
59962,Influenza C virus,2019.0,1389,9
59963,Bufavirus Henan38,2019.0,3,3
59964,Rose cryptic virus 1,2019.0,41,25
59965,Veiled chameleon orthoreovirus,2019.0,11,11
59966,Bemisia tabaci beny-like virus 6,2019.0,1,1
59967,Betacoronavirus sp.,2019.0,174,3
59968,Maize yellow dwarf virus RMV,2019.0,32,6
59969,Medicago sativa deltapartitivirus 1,2019.0,14,4
59970,Human gammaherpesvirus 8,2019.0,5415,351
59971,Chicken circovirus 2,2019.0,2,2
59972,Human coronavirus NL63,2019.0,1022,19
59973,Bufavirus Henan44,2019.0,3,3
59974,Andhravirus,2019.0,162,20
59975,Influenza D virus,2019.0,1270,240
59976,Bemisia tabaci beny-like virus 4,2019.0,1,1
59977,Bemisia tabaci nege-like virus 2,2019.0,1,1
59978,Prasinovirus sp.,2019.0,159,159
59979,Varroa orthomyxovirus-1,2019.0,66,18
59980,porcine birnavirus,2019.0,41,3
59981,Bemisia tabaci beny-like virus 3,2019.0,1,1
59982,Citrus leaf blotch virus,2019.0,310,37
59983,Megavirus pcd,2019.0,4,4
59984,reindeer adenovirus 1,2019.0,30,30
59985,Bemisia tabaci beny-like virus 5,2019.0,1,1
59986,Human polyomavirus 5,2019.0,460,4
59987,Infectious bursal disease virus,2019.0,3836,339
59988,Hiyaavirus,2019.0,477,229
59989,Alphapapillomavirus 7,2019.0,2017,74
59990,Cilevirus,2019.0,686,9
59991,Amalgaviridae,2019.0,174,16
59992,Getalongvirus,2019.0,1014,104
59993,Betaarterivirus suid 1,2019.0,365,25
59994,Bovine foamy virus,2019.0,133,30
59995,Getah virus,2019.0,171,4
59996,Getseptimavirus,2019.0,509,101
59997,Acinetobacter phage vB_AbaP_APK48-3,2019.0,54,54
59998,Rountreeviridae,2019.0,1051,41
59999,Acinetobacter phage vB_AbaP_Alexa,2019.0,58,58
60000,Mammalian orthorubulavirus 5,2019.0,419,12
60001,Chilli ringspot virus,2019.0,27,1
60002,Alphapapillomavirus 6,2019.0,412,1
60003,Martes foina papillomavirus 1,2019.0,7,7
60004,Shuni orthobunyavirus,2019.0,107,2
60005,Marseillevirus UJ-2019,2019.0,7,7
60006,Chinaberry tree badnavirus 1,2019.0,4,4
60007,Marseillevirus,2019.0,6468,29
60008,Bovine enterovirus HB19-1,2019.0,1,1
60009,Genomoviridae,2019.0,2560,65
60010,Rubber tree latent virus 1,2019.0,3,3
60011,Hubei picorna-like virus 55,2019.0,18,2
60012,Genomoviridae sp.,2019.0,570,13
60013,Gentian Kobu-sho-associated virus,2019.0,64,4
60014,Marseillevirus JP-2020,2019.0,14,14
60015,Alphapapillomavirus 9,2019.0,7961,114
60016,Potexvirus,2019.0,6117,112
60017,Marseillevirus KS-2019,2019.0,8,8
60018,cormorant polyomavirus 1,2019.0,6,6
60019,Bovine fever ephemerovirus,2019.0,481,24
60020,Rousettus bat coronavirus HKU9,2019.0,83,1
60021,Betacoronavirus 1,2019.0,5403,288
60022,Human orthopneumovirus,2019.0,59928,3182
60023,Acinetobacter phage Phab24,2019.0,171,171
60024,Ghobesvirus,2019.0,238,120
60025,Mammalian orthoreovirus,2019.0,922,42
60026,Giant panda feces-associated gemycircularvirus,2019.0,24,20
60027,Bovine orthopneumovirus,2019.0,216,20
60028,Amalgavirus,2019.0,140,16
60029,Potato virus B,2019.0,15,2
60030,Mamastrovirus sp.,2019.0,775,17
60031,Chickpea chlorotic dwarf virus,2019.0,1098,41
60032,Chikungunya virus,2019.0,6351,693
60033,uncultured marine virus,2019.0,10020,9546
60034,Potyvirus,2019.0,15971,493
60035,Human adenovirus sp.,2019.0,1844,238
60036,Alphapapillomavirus,2019.0,11928,189
60037,Potyvirus sp.,2019.0,8,1
60038,Mastadenovirus,2019.0,49767,7550
60039,Bovine papillomavirus,2019.0,109,16
60040,Bornaviridae,2019.0,1547,105
60041,Betaarterivirus,2019.0,1580,52
60042,Potato virus H,2019.0,68,5
60043,Circoviridae,2019.0,18137,681
60044,Bovine gammaherpesvirus 4,2019.0,273,2
60045,Bovine kirkovirus,2019.0,5,5
60046,Human rotavirus,2019.0,1693,63
60047,Vesiculovirus,2019.0,1351,35
60048,Bos taurus papillomavirus 28,2019.0,7,7
60049,Ghunavirus,2019.0,744,49
60050,Potyviridae,2019.0,18493,552
60051,Cingulatid gammaherpesvirus 1,2019.0,1,1
60052,Chilli leaf curl India virus,2019.0,55,6
60053,Chilli leaf curl Coochbehar virus,2019.0,2,2
60054,Mammalian 2 orthobornavirus,2019.0,149,6
60055,Mammalian 1 orthobornavirus,2019.0,217,42
60056,Chili leaf curl betasatellite,2019.0,53,2
60057,Giant panda associated gemycircularvirus,2019.0,53,2
60058,Bovine leukemia virus,2019.0,2315,26
60059,Chilli leaf curl virus,2019.0,752,33
60060,Siadenovirus,2019.0,480,33
60061,Alteromonas phage XX1924,2019.0,64,64
60062,Alphapartitivirus,2019.0,127,6
60063,Human respirovirus 3,2019.0,5398,144
60064,Betacoronavirus,2019.0,20301,736
60065,Altai virus,2019.0,34,2
60066,Alstroemeria mosaic virus,2019.0,3,1
60067,Mardivirus,2019.0,5004,408
60068,Betacarmovirus,2019.0,64,15
60069,Rubivirus rubellae,2019.0,2801,446
60070,Alphavirus,2019.0,11486,844
60071,Human polyomavirus 1,2019.0,1409,62
60072,Sicinivirus,2019.0,53,16
60073,Human rhinovirus AMS323,2019.0,1,1
60074,Potato virus Y,2019.0,2598,57
60075,Saint Louis encephalitis virus,2019.0,324,52
60076,Salasvirus,2019.0,77,25
60077,Salasmaviridae,2019.0,1554,90
60078,Marfavirus,2019.0,1712,287
60079,Human respirovirus 1,2019.0,1189,14
60080,Alternanthera mosaic virus,2019.0,52,5
60081,Rubus virus 1,2019.0,34,10
60082,Rubus yellow net virus,2019.0,83,30
60083,Chrysanthemum virus R,2019.0,52,12
60084,Chrysanthemum virus B,2019.0,61,16
60085,Botryosphaeria dothidea mitovirus 2,2019.0,1,1
60086,Human polyomavirus 7,2019.0,85,20
60087,Human polyomavirus 2,2019.0,1166,18
60088,Sicinivirus sp.,2019.0,37,15
60089,Achyranthes bidentata mosaic virus,2019.0,2,2
60090,Chronic bee paralysis virus,2019.0,278,45
60091,Rubivirus strelense,2019.0,16,12
60092,Gemykibivirus,2019.0,291,2
60093,Human polyomavirus 9,2019.0,35,10
60094,Sicinivirus A,2019.0,11,1
60095,Botryosphaeria dothidea mitovirus 1,2019.0,1,1
60096,Acinetobacter phage Ab11510-phi,2019.0,76,76
60097,Chrysoviridae,2019.0,346,11
60098,Alphatorquevirus,2019.0,224,6
60099,Acinetobacter phage Ab_121,2019.0,159,159
60100,Betaarterivirus suid 2,2019.0,1178,27
60101,Manhattanvirus,2019.0,349,68
60102,Alphapolyomavirus,2019.0,1038,14
60103,Bovine alphaherpesvirus 1,2019.0,3136,19
60104,Siadenovirus sp.,2019.0,35,11
60105,Rubivirus,2019.0,2819,458
60106,Mammarenavirus,2019.0,4606,60
60107,Ryegrass mottle virus,2019.0,8,5
60108,Human orthorubulavirus 2,2019.0,636,8
60109,Siadenovirus IDL19-3602,2019.0,22,22
60110,Alphapermutotetravirus sp.,2019.0,3,3
60111,Marseilleviridae,2019.0,10696,29
60112,Alphapermutotetravirus,2019.0,3,3
60113,Potato virus S,2019.0,994,7
60114,Bovine astrovirus,2019.0,389,27
60115,Vesivirus,2019.0,962,91
60116,uncultured marine phage,2019.0,1016,1011
60117,Manuelvirus,2019.0,316,62
60118,Chuviridae,2019.0,494,64
60119,Bougainvillea chlorotic vein banding virus,2019.0,31,1
60120,Gemykibivirus sp.,2019.0,2,1
60121,Human papillomavirus,2019.0,4129,10
60122,Chufflevirus sp.,2019.0,4,4
60123,Betabaculovirus,2019.0,6052,128
60124,Botryosphaeria dothidea bipartite mycovirus 1,2019.0,2,2
60125,Alphasatellitidae,2019.0,1114,2
60126,Marafivirus,2019.0,548,13
60127,Sichuan picorna-like virus,2019.0,2,2
60128,Gemykrogvirus,2019.0,27,2
60129,Sida leaf curl virus,2019.0,6,6
60130,Alpharicinrhavirus,2019.0,134,64
60131,Gemykrogvirus sp.,2019.0,2,2
60132,Alpharetrovirus,2019.0,1604,86
60133,Botourmiaviridae,2019.0,368,7
60134,Human orthorubulavirus 4,2019.0,436,70
60135,Goose astrovirus 2,2019.0,9,9
60136,Hunnivirus,2019.0,65,15
