,Species,Region,Count,Geographical_Region
45691,Streptomyces phage JustBecause,,325,USA
45692,Streptomyces phage Kardashian,,83,USA
45693,Streptomyces phage Karp,,235,USA
45694,Streptomyces phage Katalie,,72,USA
45695,Streptomyces phage Keanu,,114,USA
45696,Streptomyces phage Kela,,327,USA
45697,Streptomyces phage KimJongPhill,,115,USA
45698,Streptomyces phage Kradal,,325,USA
45699,Streptomyces phage Kromp,,95,USA
45700,Streptomyces phage LazerLemon,,81,USA
45701,Streptomyces phage Leviticus,,74,USA
45702,Streptomyces phage LibertyBell,,79,USA
45703,Streptomyces phage LilMartin,,231,USA
45704,Streptomyces phage Limpid,,236,USA
45705,Streptomyces phage Lizz,,103,USA
45706,Streptomyces phage Lorelei,,150,USA
45707,Streptomyces phage Madamato,,85,USA
45708,Streptomyces phage Maih,,70,USA
45709,Streptomyces phage Maneekul,,73,USA
45710,Streptomyces phage Maya,,86,USA
45711,Streptomyces phage MeganTheeKilla,,233,USA
45712,Streptomyces phage Meibysrarus,,84,USA
45713,Streptomyces phage Microdon,,79,India
45714,Streptomyces phage MindFlayer,,234,USA
45715,Streptomyces phage Mischief19,,79,USA
45716,Streptomyces phage Moab,,234,USA
45717,Streptomyces phage Mojorita,,56,USA
45718,Streptomyces phage Moozy,,58,USA
45719,Streptomyces phage MulchMansion,,236,USA
45720,Streptomyces phage Muntaha,,233,USA
45721,Streptomyces phage Nabi,,76,USA
45722,Streptomyces phage Namo,,88,USA
45723,Streptomyces phage Nanodon,,150,USA
45724,Streptomyces phage Nerdos,,72,USA
45725,Streptomyces phage Nesbitt,,58,USA
45726,Streptomyces phage Nishikigoi,,82,USA
45727,Streptomyces phage Olicious,,64,USA
45728,Streptomyces phage Oliynyk,,75,USA
45729,Streptomyces phage OlympicHelado,,88,USA
45730,Streptomyces phage Omar,,160,USA
45731,Streptomyces phage Ozzie,,73,USA
45732,Streptomyces phage OzzyJ,,75,USA
45733,Streptomyces phage PHTowN,,104,USA
45734,Streptomyces phage Paedore,,168,USA
45735,Streptomyces phage Percastrophe,,64,USA
45736,Streptomyces phage PherryCruz,,58,USA
45737,Streptomyces phage Phettuccine,,73,USA
45738,Streptomyces phage Piccadilly,,58,USA
45739,Streptomyces phage Popy,,84,USA
45740,Streptomyces phage Rainydai,,91,USA
45741,Streptomyces phage Rana,,76,USA
45742,Streptomyces phage RavenPuff,,59,USA
45743,Streptomyces phage RedBear,,73,USA
45744,Streptomyces phage RemusLoopin,,56,USA
45745,Streptomyces phage RetrieverFever,,66,USA
45746,Streptomyces phage Romero,,64,USA
45747,Streptomyces phage Rooney,,105,USA
45748,Streptomyces phage RosaAsantewaa,,55,Ghana
45749,Streptomyces phage Rusticus,,75,USA
45750,Streptomyces phage SF1,,104,Egypt
45751,Streptomyces phage SF3,,180,Egypt
45752,Streptomyces phage SV1,,110,Belize
45753,Streptomyces phage Saftant,,148,USA
45754,Streptomyces phage Salete,,71,USA
45755,Streptomyces phage Salutena,,180,USA
45756,Streptomyces phage SarahRose,,73,USA
45757,Streptomyces phage Satis,,325,USA
45758,Streptomyces phage Sebastisaurus,,52,USA
45759,Streptomyces phage SendItCS,,86,USA
45760,Streptomyces phage Sentinel,,162,USA
45761,Streptomyces phage Shady,,73,USA
45762,Streptomyces phage Shaeky,,74,USA
45763,Streptomyces phage ShakeNBake,,104,USA
45764,Streptomyces phage Shawty,,56,USA
45765,Streptomyces phage Sitrop,,154,USA
45766,Streptomyces phage Soshi,,85,USA
45767,Streptomyces phage South40,,72,USA
45768,Streptomyces phage SparkleGoddess,,232,USA
45769,Streptomyces phage Spectropatronm,,85,USA
45770,Streptomyces phage Spernnie,,166,USA
45771,Streptomyces phage SqueakyClean,,78,USA
45772,Streptomyces phage Starbow,,238,USA
45773,Streptomyces phage SunsetPointe,,73,USA
45774,Streptomyces phage Sushi23,,229,USA
45775,Streptomyces phage Sycamore,,64,USA
45776,Streptomyces phage TaidaOne,,86,Taiwan
45777,Streptomyces phage Targaryen,,228,USA
45778,Streptomyces phage Tefunt,,162,USA
45779,Streptomyces phage Teutsch,,224,USA
45780,Streptomyces phage Thestral,,164,USA
45781,Streptomyces phage Thiqqums,,94,USA
45782,Streptomyces phage TieDye,,82,USA
45783,Streptomyces phage TinaBelcher,,81,USA
45784,Streptomyces phage ToastyFinz,,52,USA
45785,Streptomyces phage TomSawyer,,247,USA
45786,Streptomyces phage Toma,,76,USA
45787,Streptomyces phage ToriToki,,64,USA
45788,Streptomyces phage Treat,,64,USA
45789,Streptomyces phage Tribute,,227,USA
45790,Streptomyces phage Triste,,74,USA
45791,Streptomyces phage TrvxScott,,81,USA
45792,Streptomyces phage TuanPN,,71,USA
45793,Streptomyces phage TunaTartare,,234,USA
45794,Streptomyces phage TurkishDelight,,125,Turkey
45795,Streptomyces phage UNTPL,,81,USA
45796,Streptomyces phage Unstoppable,,73,USA
45797,Streptomyces phage Urza,,79,USA
45798,Streptomyces phage Vondra,,57,USA
45799,Streptomyces phage Wakanda,,228,USA
45800,Streptomyces phage Warpy,,233,USA
45801,Streptomyces phage Wentworth,,103,USA
45802,Streptomyces phage Werner,,146,USA
45803,Streptomyces phage Whatever,,73,USA
45804,Streptomyces phage Wipeout,,240,USA
45805,Streptomyces phage Xkcd426,,78,USA
45806,Streptomyces phage Yara,,105,USA
45807,Streptomyces phage Yasdnil,,146,USA
45808,Streptomyces phage Yosif,,156,USA
45809,Streptomyces phage Zeigle,,62,USA
45810,Streptomyces phage ZooBear,,64,USA
45811,Streptomyces phage Zuko,,115,USA
45812,Streptomyces phage phiRKBJ001,,109,Canada
45813,Streptomyces phage phiSASD1,,86,China
45814,Streptomyces virus Aaronocolus,,146,USA
45815,Streptomyces virus AbbeyMikolon,,118,USA
45816,Streptomyces virus Amela,,225,USA
45817,Streptomyces virus Annadreamy,,458,USA
45818,Streptomyces virus Attoomi,,106,USA
45819,Streptomyces virus Austintatious,,106,USA
45820,Streptomyces virus BRock,,376,USA
45821,Streptomyces virus BillNye,,434,USA
45822,Streptomyces virus Bing,,174,USA
45823,Streptomyces virus Blueeyedbeauty,,480,USA
45824,Streptomyces virus Caliburn,,144,USA
45825,Streptomyces virus Comrade,,458,USA
45826,Streptomyces virus Danzina,,152,USA
45827,Streptomyces virus Darolandstone,,110,USA
45828,Streptomyces virus FlowerPower,,132,USA
45829,Streptomyces virus Forthebois,,72,USA
45830,Streptomyces virus Gilson,,462,USA
45831,Streptomyces virus Hiyaa,,248,USA
45832,Streptomyces virus Hydra,,152,USA
45833,Streptomyces virus Ididsumtinwong,,110,USA
45834,Streptomyces virus Immanuel3,,124,USA
45835,Streptomyces virus Izzy,,150,USA
45836,Streptomyces virus JXY1,,144,China
45837,Streptomyces virus Jay2Jay,,470,USA
45838,Streptomyces virus Karimac,,482,USA
45839,Streptomyces virus Lannister,,146,USA
45840,Streptomyces virus Lika,,150,USA
45841,Streptomyces virus Lilbooboo,,110,USA
45842,Streptomyces virus LukeCage,,496,USA
45843,Streptomyces virus Manuel,,126,USA
45844,Streptomyces virus Mildred21,,468,USA
45845,Streptomyces virus NootNoot,,442,USA
45846,Streptomyces virus PapayaSalad,,108,USA
45847,Streptomyces virus Paradiddles,,432,USA
45848,Streptomyces virus Peebs,,452,USA
45849,Streptomyces virus Picard,,112,USA
45850,Streptomyces virus R4,,172,United Kingdom
45851,Streptomyces virus Raleigh,,106,USA
45852,Streptomyces virus Rowa,,124,USA
45853,Streptomyces virus Samisti12,,452,USA
45854,Streptomyces virus Scap1,,112,India
45855,Streptomyces virus StarPlatinum,,502,USA
45856,Streptomyces virus Sujidade,,154,USA
45857,Streptomyces virus TP1604,,142,USA
45858,Streptomyces virus Vash,,108,USA
45859,Streptomyces virus WRightOn,,128,USA
45860,Streptomyces virus WheeHeim,,72,Viet Nam
45861,Streptomyces virus Wollford,,472,USA
45862,Streptomyces virus YDN12,,140,USA
45863,Streptomyces virus Yaboi,,484,USA
45864,Streptomyces virus Zemlya,,152,USA
45865,Stretch Lagoon orbivirus,,43,Australia
45866,Stretch Lagoon orbivirus,,8,USA
45867,Stretomyces phage Pablito,,76,Netherlands
45868,Striated antennavirus,,8,China
45869,Strider striwavirus,,9,China
45870,Striga potyvirus A,,1,Japan
45871,Striga potyvirus B,,1,Japan
45872,Striga-associated poty-like virus 1,,1,Japan
45873,Striga-associated poty-like virus 2,,1,Japan
45874,Strigid herpesvirus 1,,1,USA
45875,Striped dolphin herpesvirus,,1,Spain
45876,Striped jack nervous necrosis virus,,2,Croatia
45877,Striped jack nervous necrosis virus,,10,Cyprus
45878,Striped jack nervous necrosis virus,,14,Greece
45879,Striped jack nervous necrosis virus,,1,Israel
45880,Striped jack nervous necrosis virus,,84,Italy
45881,Striped jack nervous necrosis virus,,16,Japan
45882,Striped jack nervous necrosis virus,,38,Spain
45883,Striped jack nervous necrosis virus,,3,Tunisia
45884,Striped jack nervous necrosis virus,,6,Turkey
45885,Striped trumpeter nervous necrosis virus,,1,Australia
45886,Strix uralensis herpesvirus,,3,Slovenia
45887,Stroud virus,,1,Antarctica
45888,Stupavirus arvadaptatum,,3,USA
45889,Stupavirus chorovivens,,3,USA
45890,Sturgeon ichtadenovirus A,,54,USA
45891,Sturgeon iridovirus,,12,Poland
45892,Sturgeon mimivirus YRud-2019,,6,France
45893,Sturgeon mimivirus YRud-2019,,16,Ukraine
45894,Sturnira angeli gammaherpesvirus 1,,2,Martinique
45895,Sturnira angeli gammaherpesvirus A,,4,Martinique
45896,Sturnira lilium adenovirus,,1,Brazil
45897,Sturnira lilium betaherpesvirus,,1,Peru
45898,Sturnira lilium polyomavirus 1,,8,French Guiana
45899,Sturnira tildae betaherpesvirus 1,,1,French Guiana
45900,Sturnira tildae gammaherpesvirus A,,1,French Guiana
45901,Sturtevanti sigmavirus,,6,Spain
45902,Stx2-converting phage Stx2a 981509,,35,Japan
45903,Stx2-converting phage Stx2a F578,,37,Japan
45904,Stylophora coral adintovirus,,18,Jordan
45905,Stylosanthes mosaic-associated virus 1,,2,Brazil
45906,Stylosanthes mosaic-associated virus 2,,2,Brazil
45907,Stylosanthes mosaic-associated virus 3,,1,Brazil
45908,Suaeda polerovirus A,,3,China
45909,Suakwa aphid-borne yellows virus,,2,China
45910,Suakwa aphid-borne yellows virus,,6,East Timor
45911,Suakwa aphid-borne yellows virus,,9,Philippines
45912,Suakwa aphid-borne yellows virus,,34,Taiwan
45913,Suakwa aphid-borne yellows virus,,36,Thailand
45914,Subterranean clover stunt alphasatellite 1,,2,Australia
45915,Subterranean clover stunt alphasatellite 2,,2,Australia
45916,Subterranean clover stunt virus,,22,Australia
45917,Sucra jujuba nucleopolyhedrovirus,,262,China
45918,Sudan ebolavirus,,8,Canada
45919,Sudan ebolavirus,,9,South Sudan
45920,Sudan ebolavirus,,72,Sudan
45921,Sudan ebolavirus,,115,Uganda
45922,Sudan watermelon mosaic virus,,41,Sudan
45923,Sugar beet cyst nematode virus 1,,2,USA
45924,Sugar beet cyst nematode virus 2,,3,USA
45925,Sugar beet mastrevirus,,2,Iran
45926,Sugar beet mastrevirus SK-11,,4,Iran
45927,Sugarcane bacilliform Guadeloupe A virus,,6,Guadeloupe
45928,Sugarcane bacilliform Guadeloupe D virus,,6,Guadeloupe
45929,Sugarcane bacilliform IM virus,,6,Australia
45930,Sugarcane bacilliform virus,,4,Australia
45931,Sugarcane bacilliform virus,,352,China
45932,Sugarcane bacilliform virus,,1,Egypt
45933,Sugarcane bacilliform virus,,4,Ethiopia
45934,Sugarcane bacilliform virus,,38,Guadeloupe
45935,Sugarcane bacilliform virus,,70,India
45936,Sugarcane bacilliform virus,,3,USA
45937,Sugarcane chlorotic streak virus,,65,Nigeria
45938,Sugarcane mild mosaic virus,,7,Philippines
45939,Sugarcane mosaic virus,,478,Argentina
45940,Sugarcane mosaic virus,,2,Australia
45941,Sugarcane mosaic virus,,13,Bolivia
45942,Sugarcane mosaic virus,,30,Brazil
45943,Sugarcane mosaic virus,,26,Cameroon
45944,Sugarcane mosaic virus,,229,China
45945,Sugarcane mosaic virus,,2,Colombia
45946,Sugarcane mosaic virus,,3,Cuba
45947,Sugarcane mosaic virus,,2,Democratic Republic of the Congo
45948,Sugarcane mosaic virus,,2,Ecuador
45949,Sugarcane mosaic virus,,4,Egypt
45950,Sugarcane mosaic virus,,12,Ethiopia
45951,Sugarcane mosaic virus,,1,France
45952,Sugarcane mosaic virus,,1,Germany
45953,Sugarcane mosaic virus,,42,India
45954,Sugarcane mosaic virus,,1,Indonesia
45955,Sugarcane mosaic virus,,40,Iran
45956,Sugarcane mosaic virus,,47,Kenya
45957,Sugarcane mosaic virus,,7,Mexico
45958,Sugarcane mosaic virus,,1,Netherlands
45959,Sugarcane mosaic virus,,100,Nigeria
45960,Sugarcane mosaic virus,,25,Pakistan
45961,Sugarcane mosaic virus,,2,Paraguay
45962,Sugarcane mosaic virus,,4,Philippines
45963,Sugarcane mosaic virus,,3,Poland
45964,Sugarcane mosaic virus,,20,Republic of the Congo
45965,Sugarcane mosaic virus,,21,Rwanda
45966,Sugarcane mosaic virus,,9,South Africa
45967,Sugarcane mosaic virus,,3,Spain
45968,Sugarcane mosaic virus,,18,Tanzania
45969,Sugarcane mosaic virus,,27,Thailand
45970,Sugarcane mosaic virus,,19,USA
45971,Sugarcane mosaic virus,,4,Uganda
45972,Sugarcane mosaic virus,,20,Uruguay
45973,Sugarcane mosaic virus,,7,Viet Nam
45974,Sugarcane streak Reunion virus,,2,Mauritius
45975,Sugarcane streak Reunion virus,,4,Nigeria
45976,Sugarcane streak Reunion virus,,7,Reunion
45977,Sugarcane streak Reunion virus,,3,Zimbabwe
45978,Sugarcane streak mosaic virus,,8,Bangladesh
45979,Sugarcane streak mosaic virus,,1,Brazil
45980,Sugarcane streak mosaic virus,,426,China
45981,Sugarcane streak mosaic virus,,18,Cote d'Ivoire
45982,Sugarcane streak mosaic virus,,223,India
45983,Sugarcane streak mosaic virus,,6,Indonesia
45984,Sugarcane streak mosaic virus,,30,Iran
45985,Sugarcane streak mosaic virus,,3,Myanmar
45986,Sugarcane streak mosaic virus,,14,Pakistan
45987,Sugarcane streak mosaic virus,,4,Sri Lanka
45988,Sugarcane streak mosaic virus,,61,Thailand
45989,Sugarcane streak mosaic virus,,2,Viet Nam
45990,Sugarcane streak virus,,3,Reunion
45991,Sugarcane streak virus,,4,South Africa
45992,Sugarcane striate virus,,632,China
45993,Sugarcane striate virus,,36,Guadeloupe
45994,Sugarcane striate virus,,55,USA
45995,Sugarcane umbra-like virus,,4,South Africa
45996,Sugarcane white streak virus,,4,Barbados
45997,Sugarcane white streak virus,,6,Egypt
45998,Sugarcane white streak virus,,5,Reunion
45999,Sugarcane white streak virus,,15,Sudan
46000,Sugarcane yellow leaf virus,,8,Argentina
46001,Sugarcane yellow leaf virus,,12,Australia
46002,Sugarcane yellow leaf virus,,55,Brazil
46003,Sugarcane yellow leaf virus,,497,China
46004,Sugarcane yellow leaf virus,,26,Colombia
46005,Sugarcane yellow leaf virus,,15,Cuba
46006,Sugarcane yellow leaf virus,,12,France
46007,Sugarcane yellow leaf virus,,26,Germany
46008,Sugarcane yellow leaf virus,,5,Guatemala
46009,Sugarcane yellow leaf virus,,238,India
46010,Sugarcane yellow leaf virus,,1,Jamaica
46011,Sugarcane yellow leaf virus,,4,Kenya
46012,Sugarcane yellow leaf virus,,5,Malaysia
46013,Sugarcane yellow leaf virus,,2,Martinique
46014,Sugarcane yellow leaf virus,,63,Mauritius
46015,Sugarcane yellow leaf virus,,1,Mexico
46016,Sugarcane yellow leaf virus,,1,Papua New Guinea
46017,Sugarcane yellow leaf virus,,19,Peru
46018,Sugarcane yellow leaf virus,,6,Philippines
46019,Sugarcane yellow leaf virus,,192,Reunion
46020,Sugarcane yellow leaf virus,,2,Senegal
46021,Sugarcane yellow leaf virus,,8,South Africa
46022,Sugarcane yellow leaf virus,,2,South Korea
46023,Sugarcane yellow leaf virus,,2,Sri Lanka
46024,Sugarcane yellow leaf virus,,14,Taiwan
46025,Sugarcane yellow leaf virus,,100,USA
46026,Suhnsivirus arvicola,,3,USA
46027,Suhnsivirus lutivivens,,3,Japan
46028,Suid alphaherpesvirus 1,,21,Argentina
46029,Suid alphaherpesvirus 1,,10,Austria
46030,Suid alphaherpesvirus 1,,22,Belgium
46031,Suid alphaherpesvirus 1,,26,Brazil
46032,Suid alphaherpesvirus 1,,3558,China
46033,Suid alphaherpesvirus 1,,9,Croatia
46034,Suid alphaherpesvirus 1,,61,France
46035,Suid alphaherpesvirus 1,,16,Germany
46036,Suid alphaherpesvirus 1,,138,Greece
46037,Suid alphaherpesvirus 1,,206,Hungary
46038,Suid alphaherpesvirus 1,,2,Ireland
46039,Suid alphaherpesvirus 1,,264,Italy
46040,Suid alphaherpesvirus 1,,139,Japan
46041,Suid alphaherpesvirus 1,,1,Luxembourg
46042,Suid alphaherpesvirus 1,,2,Malaysia
46043,Suid alphaherpesvirus 1,,133,Serbia
46044,Suid alphaherpesvirus 1,,4,Slovakia
46045,Suid alphaherpesvirus 1,,8,South Korea
46046,Suid alphaherpesvirus 1,,10,Spain
46047,Suid alphaherpesvirus 1,,2,Sweden
46048,Suid alphaherpesvirus 1,,1,Taiwan
46049,Suid alphaherpesvirus 1,,77,USA
46050,Suid alphaherpesvirus 1,,69,United Kingdom
46051,Suid betaherpesvirus 2,,5,Brazil
46052,Suid betaherpesvirus 2,,240,China
46053,Suid betaherpesvirus 2,,4,Germany
46054,Suid betaherpesvirus 2,,6,Japan
46055,Suid betaherpesvirus 2,,42,South Korea
46056,Suid betaherpesvirus 2,,2,Spain
46057,Suid betaherpesvirus 2,,3,United Kingdom
46058,Suid betaherpesvirus 2,,14,Viet Nam
46059,Suid gammaherpesvirus 3,,1,Brazil
46060,Suid gammaherpesvirus 3,,1,China
46061,Suid gammaherpesvirus 4,,1,Brazil
46062,Suid gammaherpesvirus 4,,1,China
46063,Sulawesi tortoise adenovirus 1,,1,USA
46064,Sulfitobacter phage NYA-2014a,,142,Norway
46065,Sulfitobacter phage phiGT1,,69,South Korea
46066,Sulfitobacter virus EE36phi1,,158,USA
46067,Sulfolobales Beppu filamentous virus 1,,66,Japan
46068,Sulfolobales Beppu virus 1,,50,Japan
46069,Sulfolobales Mexican fusellovirus 1,,48,Mexico
46070,Sulfolobales Mexican rudivirus 1,,74,Mexico
46071,Sulfolobales Virus YNP2,,120,USA
46072,Sulfolobales virus YNP1,,142,USA
46073,Sulfolobus alphaportoglobovirus 1,,90,Japan
46074,Sulfolobus ellipsoid virus 1,,76,Costa Rica
46075,Sulfolobus islandicus filamentous virus,,69,Iceland
46076,Sulfolobus islandicus rod-shaped virus 6,,112,USA
46077,Sulfolobus islandicus rod-shaped virus 7,,104,USA
46078,Sulfolobus islandicus rudivirus 3,,90,Iceland
46079,Sulfolobus monocaudavirus SMV1,,102,USA
46080,Sulfolobus monocaudavirus SMV2,,130,USA
46081,Sulfolobus monocaudavirus SMV3,,174,USA
46082,Sulfolobus monocaudavirus SMV4,,136,USA
46083,Sulfolobus spindle-shaped virus,,101,Philippines
46084,Sulfolobus spindle-shaped virus,,504,Russia
46085,Sulfolobus spindle-shaped virus,,622,USA
46086,Sulfolobus spindle-shaped virus 3,,31,Iceland
46087,Sulfolobus spindle-shaped virus 4,,68,Iceland
46088,Sulfolobus spindle-shaped virus 6,,66,Iceland
46089,Sulfolobus spindle-shaped virus 7,,66,Iceland
46090,Sulfolobus spindle-shaped virus 8,,74,USA
46091,Sulfolobus super-elliptical virus,,28,Russia
46092,Sulfolobus turreted icosahedral virus 1,,72,USA
46093,Sulfolobus turreted icosahedral virus 2,,68,Iceland
46094,Sulfolobus virus STSV2,,150,China
46095,Sulid herpesvirus 1,,1,Brazil
46096,Sulina virus,,9,Romania
46097,Suncus coronavirus,,10,Japan
46098,Suncus murinus picornavirus,,1,China
46099,Sunday Canyon virus,,4,USA
46100,Sunflower chlorotic mottle virus,,62,Argentina
46101,Sunflower leaf curl Karnataka alphasatellite,,4,India
46102,Sunflower leaf curl virus,,6,India
46103,Sunflower leaf curl virus betasatellite,,2,India
46104,Sunflower mild mosaic virus,,3,Argentina
46105,Sunflower phomopsis-associated mitovirus 1,,1,USA
46106,Sunflower ring blotch virus,,13,Argentina
46107,Sunflower rust-associated mitovirus 1,,1,USA
46108,Sunguru sunrhavirus,,14,Uganda
46109,Sunn hemp leaf distortion virus,,16,India
46110,Surghavirus arvenecus,,3,USA
46111,Surghavirus arvihabitans,,3,USA
46112,Suri Vanera virus,,2,Germany
46113,Suri Vanera virus,,6,Switzerland
46114,Suri Vanera virus 1,,2,Germany
46115,Suri Vanera virus 1,,2,Switzerland
46116,Suri Vanera virus 2,,8,Switzerland
46117,Surrounding legume associated ilarvirus,,5,Germany
46118,Surrounding non-legume associated chordovirus,,2,Germany
46119,Surrounding non-legume associated ilarvirus,,4,Germany
46120,Surrounding non-legume associated secovirus,,2,Germany
46121,Surrounding non-legume associated waikavirus,,1,Germany
46122,Sus scrofa papillomavirus 2,,12,Germany
46123,Sus scrofa polyomavirus 1,,25,Germany
46124,Swagivirus HG,,2,USA
46125,Swan circovirus,,6,Germany
46126,Swanson narna-like virus,,1,Australia
46127,Sweet potato C6 virus,,16,Dominican Republic
46128,Sweet potato badnavirus A,,1,Cameroon
46129,Sweet potato badnavirus A,,37,China
46130,Sweet potato badnavirus A,,1,South Africa
46131,Sweet potato badnavirus A,,7,Tanzania
46132,Sweet potato badnavirus A,,1,Uganda
46133,Sweet potato badnavirus B,,1,Cameroon
46134,Sweet potato badnavirus B,,52,China
46135,Sweet potato badnavirus B,,2,Israel
46136,Sweet potato badnavirus B,,1,Kenya
46137,Sweet potato badnavirus B,,2,Panama
46138,Sweet potato badnavirus B,,2,Papua New Guinea
46139,Sweet potato badnavirus B,,10,Peru
46140,Sweet potato badnavirus B,,1,South Africa
46141,Sweet potato badnavirus B,,6,South Korea
46142,Sweet potato badnavirus B,,4,Spain
46143,Sweet potato badnavirus B,,6,Tanzania
46144,Sweet potato badnavirus B,,1,Thailand
46145,Sweet potato badnavirus B,,3,Uganda
46146,Sweet potato badnavirus C,,2,China
46147,Sweet potato begomovirus,,8,Brazil
46148,Sweet potato begomovirus,,3,Spain
46149,Sweet potato chlorotic fleck virus,,7,Australia
46150,Sweet potato chlorotic fleck virus,,19,China
46151,Sweet potato chlorotic fleck virus,,6,East Timor
46152,Sweet potato chlorotic fleck virus,,12,Kenya
46153,Sweet potato chlorotic fleck virus,,2,Peru
46154,Sweet potato chlorotic fleck virus,,1,Portugal
46155,Sweet potato chlorotic fleck virus,,30,South Korea
46156,Sweet potato chlorotic fleck virus,,8,Taiwan
46157,Sweet potato chlorotic fleck virus,,2,Tanzania
46158,Sweet potato chlorotic fleck virus,,42,Uganda
46159,Sweet potato chlorotic stunt virus,,4,Argentina
46160,Sweet potato chlorotic stunt virus,,12,Brazil
46161,Sweet potato chlorotic stunt virus,,1,Burkina Faso
46162,Sweet potato chlorotic stunt virus,,188,China
46163,Sweet potato chlorotic stunt virus,,1,Egypt
46164,Sweet potato chlorotic stunt virus,,7,Guatemala
46165,Sweet potato chlorotic stunt virus,,3,Honduras
46166,Sweet potato chlorotic stunt virus,,15,Hungary
46167,Sweet potato chlorotic stunt virus,,13,Israel
46168,Sweet potato chlorotic stunt virus,,28,Kenya
46169,Sweet potato chlorotic stunt virus,,3,Madagascar
46170,Sweet potato chlorotic stunt virus,,2,Nigeria
46171,Sweet potato chlorotic stunt virus,,23,Peru
46172,Sweet potato chlorotic stunt virus,,852,South Africa
46173,Sweet potato chlorotic stunt virus,,31,Spain
46174,Sweet potato chlorotic stunt virus,,13,Taiwan
46175,Sweet potato chlorotic stunt virus,,15,Tanzania
46176,Sweet potato chlorotic stunt virus,,317,Uganda
46177,Sweet potato chlorotic stunt virus,,2,Zambia
46178,Sweet potato collusive virus,,1,China
46179,Sweet potato collusive virus,,1,Cuba
46180,Sweet potato collusive virus,,2,Guatemala
46181,Sweet potato collusive virus,,1,Kenya
46182,Sweet potato collusive virus,,1,Mexico
46183,Sweet potato collusive virus,,1,Panama
46184,Sweet potato collusive virus,,8,Portugal
46185,Sweet potato collusive virus,,1,Tanzania
46186,Sweet potato collusive virus,,2,Uganda
46187,Sweet potato feathery mottle virus,,2,Argentina
46188,Sweet potato feathery mottle virus,,39,Australia
46189,Sweet potato feathery mottle virus,,3,Brazil
46190,Sweet potato feathery mottle virus,,1,Burundi
46191,Sweet potato feathery mottle virus,,5,Chile
46192,Sweet potato feathery mottle virus,,139,China
46193,Sweet potato feathery mottle virus,,3,East Timor
46194,Sweet potato feathery mottle virus,,2,Egypt
46195,Sweet potato feathery mottle virus,,9,French Polynesia
46196,Sweet potato feathery mottle virus,,1,Honduras
46197,Sweet potato feathery mottle virus,,1,Hungary
46198,Sweet potato feathery mottle virus,,8,India
46199,Sweet potato feathery mottle virus,,1,Israel
46200,Sweet potato feathery mottle virus,,1,Italy
46201,Sweet potato feathery mottle virus,,14,Kenya
46202,Sweet potato feathery mottle virus,,1,Madagascar
46203,Sweet potato feathery mottle virus,,1,Malaysia
46204,Sweet potato feathery mottle virus,,3,New Zealand
46205,Sweet potato feathery mottle virus,,1,Nigeria
46206,Sweet potato feathery mottle virus,,15,Peru
46207,Sweet potato feathery mottle virus,,4,Portugal
46208,Sweet potato feathery mottle virus,,4,Rwanda
46209,Sweet potato feathery mottle virus,,61,South Africa
46210,Sweet potato feathery mottle virus,,7,South Korea
46211,Sweet potato feathery mottle virus,,8,Spain
46212,Sweet potato feathery mottle virus,,2,Taiwan
46213,Sweet potato feathery mottle virus,,10,Tanzania
46214,Sweet potato feathery mottle virus,,18,USA
46215,Sweet potato feathery mottle virus,,81,Uganda
46216,Sweet potato feathery mottle virus,,2,Viet Nam
46217,Sweet potato feathery mottle virus,,4,Zambia
46218,Sweet potato feathery mottle virus,,2,Zimbabwe
46219,Sweet potato golden vein Korea virus,,12,South Korea
46220,Sweet potato golden vein associated virus,,30,Brazil
46221,Sweet potato golden vein associated virus,,6,South Korea
46222,Sweet potato golden vein associated virus,,12,USA
46223,Sweet potato latent virus,,80,China
46224,Sweet potato latent virus,,5,South Korea
46225,Sweet potato latent virus,,5,Taiwan
46226,Sweet potato leaf curl Bengal virus,,12,India
46227,Sweet potato leaf curl Canary virus,,42,China
46228,Sweet potato leaf curl Canary virus,,29,Spain
46229,Sweet potato leaf curl China Sichuan virus,,5,China
46230,Sweet potato leaf curl China virus,,49,China
46231,Sweet potato leaf curl Georgia virus,,6,Argentina
46232,Sweet potato leaf curl Georgia virus,,98,China
46233,Sweet potato leaf curl Georgia virus,,6,Cuba
46234,Sweet potato leaf curl Georgia virus,,2,Guatemala
46235,Sweet potato leaf curl Guangxi virus,,53,China
46236,Sweet potato leaf curl Henan virus,,44,China
46237,Sweet potato leaf curl Hubei virus,,66,China
46238,Sweet potato leaf curl Japan virus,,49,China
46239,Sweet potato leaf curl Lanzarote virus,,18,Spain
46240,Sweet potato leaf curl Sao Paulo virus,,12,Brazil
46241,Sweet potato leaf curl Sao Paulo virus,,11,South Africa
46242,Sweet potato leaf curl Sao Paulo virus,,6,Tanzania
46243,Sweet potato leaf curl Shanghai virus,,56,China
46244,Sweet potato leaf curl Sichuan virus 1,,55,China
46245,Sweet potato leaf curl Sichuan virus 2,,78,China
46246,Sweet potato leaf curl South Carolina virus,,12,USA
46247,Sweet potato leaf curl Spain virus,,12,Brazil
46248,Sweet potato leaf curl Spain virus,,24,Spain
46249,Sweet potato leaf curl Uganda virus,,14,Uganda
46250,Sweet potato leaf curl virus,,12,Argentina
46251,Sweet potato leaf curl virus,,216,Brazil
46252,Sweet potato leaf curl virus,,522,China
